Grant,Lead Agency Name,Partner Name,Location Name,Provider Type,Street Address,City,State,Zip Code,Location County Served,Location School District,FY Year End Date,Fiscal Year,Full Day Funded Slots,Half Day Funded Slots,Total Funded Slots,Pre-K Identification Number,Master Provider Identification (MPI) Number,Master Provider ID Service Location Identification Number,Lead Agency Master Provider ID,Georeferenced Latitude & Longitude,State FIPS Code,County FIPS Code
PA PKC,READING CALVARY CHURCH OF THE NAZARENE,,RIVERVIEW CHRISTIAN EARLY LEARNING CENTER,CHILD CARE PROVIDER,3301 STOUDTS FERRY BRIDGE RD,READING,PA,19605,BERKS,MUHLENBERG,06/30/2024,FY2023-2024,90,0,90,4642,100126776,1,100126776,POINT (-75.94834 40.38581),42,11
PA PKC,NORTHERN TIER,,EMPORIUM HEAD START,CHILD CARE PROVIDER,603 WOODLAND AVE,EMPORIUM,PA,15834,CAMERON,CAMERON COUNTY,06/30/2021,FY2020-2021,15,0,15,12805,100134061,3,100134061,POINT (-78.245882 41.513654),42,23
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,,LINCOLN HIGH SCHOOL,SCHOOL DISTRICT,3201 RYAN AVE,PHILADELPHIA,PA,19136,PHILADELPHIA,PHILADELPHIA CITY,06/30/2021,FY2020-2021,40,0,40,1410,100137321,110,100137321,POINT (-75.044843 40.043061),42,101
PA PKC,PITTSBURGH PUBLIC SCHOOLS,HILLTOP COMMUNITY CHILDRENS CENTER INC,HILLTOP COMMUNITY CHILDRENS CENTER,CHILD CARE PROVIDER,201 ORCHARD PL,PITTSBURGH,PA,15210,ALLEGHENY,PITTSBURGH,06/30/2018,FY2017-2018,32,0,32,1641,100153906,1,100133995,POINT (-79.990694 40.418056),42,3
PA PKC,SCHOOL DISTRICT OF LANCASTER,LANCASTER EARLY EDUCATION CENTER,LANCASTER EARLY EDUCATION CENTER,CHILD CARE PROVIDER,150 S QUEEN ST,LANCASTER,PA,17603,LANCASTER,LANCASTER,06/30/2017,FY2016-2017,36,0,36,1211,100125760,1,1392433,POINT (-76.305167 40.035031),42,71
PA PKC,SETON HILL CHILD SERVICES INC,,JEANNETTE EARLY CARE & EDUCATION CENTER,CHILD CARE PROVIDER,320 N 7TH ST,JEANNETTE,PA,15644,WESTMORELAND,JEANNETTE CITY,06/30/2016,FY2015-2016,18,0,18,1325,100153755,10,100153755,POINT (-79.617117 40.331985),42,129
PA PKC,SCHOOL DISTRICT OF CITY OF YORK,CPC/HEAD START OF YORK COUNTY,FERGUSON ELEMENTARY,HEAD START,525 N NEWBERRY ST,YORK,PA,17404,YORK,YORK CITY,06/30/2017,FY2016-2017,20,0,20,1466,100126696,2,1455417,POINT (-76.739953 39.967286),42,133
PA PKC,NESHAMINY SCHOOL DISTRICT,LAND OF CHILDREN INC,LAND OF CHILDREN,CHILD CARE PROVIDER,1331 OREILLY DR,FEASTERVILLE TREVOSE,PA,19053,BUCKS,NESHAMINY,06/30/2015,FY2014-2015,0,19,19,8363,101817680,1,100965750,POINT (-75.00282 40.16615),42,17
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,,EDMONDS SCHOOLCOMPREHENSIVE LEARNING CTR,SCHOOL DISTRICT,8025 THOURON AVE,PHILADELPHIA,PA,19150,PHILADELPHIA,PHILADELPHIA CITY,06/30/2019,FY2018-2019,60,0,60,1384,100137321,63,100137321,POINT (-75.170228 40.072183),42,101
PA PKC,PIC WESTMORELAND/FAYETTE,,BLACKHAWK INTERMEDIATE SCHOOL,HEAD START,635 SHENANGO RD,BEAVER FALLS,PA,15010,BEAVER,BLACKHAWK,06/30/2018,FY2017-2018,18,0,18,12568,100134894,24,100134894,POINT (-80.37532 40.77019),42,7
PA PKC,COMMUNITY ACTION PARTNERSHIP CAMBRIA CTY,,CAMBRIA ELEMENTARY SCHOOL,HEAD START,212 SCHOOLHOUSE RD,EBENSBURG,PA,15931,CAMBRIA,CENTRAL CAMBRIA,06/30/2017,FY2016-2017,18,0,18,14128,102280120,8,102280120,POINT (-78.73964 40.49068),42,21
PA PKC,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY INC,BRIGHTSIDE ACADEMY EARLY CARE EDUCATION,CHILD CARE PROVIDER,5919 PENN AVE,PITTSBURGH,PA,15206,ALLEGHENY,PITTSBURGH,06/30/2018,FY2017-2018,20,0,20,1640,100140532,54,100133995,POINT (-79.926286 40.461953),42,3
PA PKC,EDINBORO UNIVERSITY OF PA,TIMBER RIDGE PROGRAM INC,TIMBER RIDGE CHILD CARE CENTER,CHILD CARE PROVIDER,1015 MAIN ST,CONNEAUTVILLE,PA,16406,CRAWFORD,CONNEAUT,06/30/2016,FY2015-2016,13,0,13,2858,101230240,1,102829891,POINT (-80.368015 41.757824),42,39
PA PKC,GRACE COVENANT CHURCH,,HIDE-N-SEEK CHRISTIAN DAY CARE,CHILD CARE PROVIDER,227 WASHINGTON AVE,LEWISTOWN,PA,17044,MIFFLIN,MIFFLIN COUNTY,06/30/2019,FY2018-2019,30,0,30,3779,100262660,1,100262660,POINT (-77.566015 40.587012),42,87
PA PKC,PENNSYLVANIA WESTERN UNIVERSITY OF PENNS,TIMBER RIDGE PROGRAM INC,TIMBER RIDGE PROGRAM INC,CHILD CARE PROVIDER,505 HIGH STREET,CONNEAUTVILLE,PA,16406,CRAWFORD,CONNEAUT,06/30/2025,FY2024-2025,20,0,20,25700,101230240,2,104113444,POINT (-80.37251 41.76231),42,39
PA PKC,WESTMORELAND HUMAN OPPORTUNITIES INC,,DONEGAL CENTER,HEAD START,340 CHURCH ST,DONEGAL,PA,15628,WESTMORELAND,DONEGAL,06/30/2024,FY2023-2024,9,0,9,1905,100776832,17,100776832,POINT (-79.38095 40.11266),42,129
PA PKC,HEAVENLY DAYCARE AND LEARNING CENTER INC,,HEAVENLY DAYCARE AND LEARNING CENTER,CHILD CARE PROVIDER,5741 LANSDOWNE AVE,PHILADELPHIA,PA,19131,PHILADELPHIA,PHILADELPHIA CITY,06/30/2023,FY2022-2023,10,0,10,24121,103104511,2,103104511,POINT (-75.236792041 39.976502992),42,101
PA PKC,BRISTOL TOWNSHIP SCHOOL DISTRICT,A CHILDS WORLD DEVELOPMENTAL CENTERS I,A CHILDS WORLD DEVELOPMENTAL CENTERS,CHILD CARE PROVIDER,183 BRISTOL OXFORD VALLEY RD,LANGHORNE,PA,19047,BUCKS,PENNSBURY,06/30/2018,FY2017-2018,48,0,48,1206,100132049,3,1392498,POINT (-74.86949 40.17728),42,17
PA PKC,WARWICK CHILD CARE CENTER INC,,WARWICK CHILD CARE,CHILD CARE PROVIDER,16 E CEDARVILLE RD,POTTSTOWN,PA,19465,CHESTER,OWEN J ROBERTS,06/30/2018,FY2017-2018,5,0,5,1361,100129713,10,100129713,POINT (-75.65536 40.22804),42,29
PA PKC,WEE WONS INC,,WEE WONS INC,CHILD CARE PROVIDER,127 ROUTE 423,POCONO PINES,PA,18350,MONROE,POCONO MOUNTAIN,06/30/2020,FY2019-2020,20,0,20,3579,100129310,1,100129310,POINT (-75.470665 41.106734),42,89
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,BEECHWOOD CENTER,SCHOOL DISTRICT,810 ROCKLAND AVE,PITTSBURGH,PA,15216,ALLEGHENY,PITTSBURGH,06/30/2023,FY2022-2023,59,0,59,1238,100133995,9,100133995,POINT (-80.020664958 40.414582994),42,3
PA PKC,PITTSBURGH PUBLIC SCHOOLS,SWELC LLC,SMALL WORLD EARLY LEARNING & DEV CTR 2,CHILD CARE PROVIDER,960 PENN AVE SUITE 201,PITTSBURGH,PA,15222,ALLEGHENY,PITTSBURGH,06/30/2021,FY2020-2021,26,0,26,22805,103815685,2,100133995,POINT (-79.99597 40.44438),42,3
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON VALLEY FAMILY YMCA,EDWARD AND JEANNE ARNOLD EARLY LEARNING CENTER,CHILD CARE PROVIDER,152 N 8TH ST,LEBANON,PA,17046,LEBANON,LEBANON,06/30/2020,FY2019-2020,11,0,11,13570,100125699,32,100758487,POINT (-76.424881 40.34213),42,75
PA PKC,ARIN INTERMEDIATE UNIT 28,BLAIRSVILLE-SALTSBURG SCHL DISTRICT,SALTSBURG ELEMENTARY,SCHOOL DISTRICT,199 TROJAN LN,SALTSBURG,PA,15681,INDIANA,RIVER VALLEY,06/30/2018,FY2017-2018,20,0,20,11929,1789396,4,100777366,,42,63
PA PKC,KEYSTONE SERVICE SYSTEMS INC,,MIDDLESEX ELEMENTARY SCHOOL,HEAD START,250 N MIDDLESEX RD,CARLISLE,PA,17013,CUMBERLAND,CUMBERLAND VALLEY,06/30/2020,FY2019-2020,34,0,34,20586,100001038,1081,100001038,POINT (-77.139528 40.256742),42,41
PA PKC,SAEED FAMILY CORPORATION,,BUILDING BLOCKS LEARNING CENTER,LICENSED NURSERY,447 S MOUNTAIN BLVD,MOUNTAIN TOP,PA,18707,LUZERNE,CRESTWOOD,06/30/2021,FY2020-2021,2,0,2,13740,100136790,9,100136790,POINT (-75.911374 41.117494),42,79
PA PKC,BERKS COUNTY INTERMEDIATE UNIT,TOUCHING THE FUTURE LLC,TOUCHING THE FUTURE LLC,CHILD CARE PROVIDER,109 W VINE ST,FLEETWOOD,PA,19522,BERKS,FLEETWOOD AREA,06/30/2024,FY2023-2024,17,0,17,13557,100243093,4,100127085,POINT (-75.82155 40.45758),42,11
PA PKC,CHILD DEVELOPMENT INC,THE PERCEPTION TRAINING CENTER INC,THE PERCEPTION TRAINING CENTER,CHILD CARE PROVIDER,1265 B LAUREL BLVD,POTTSVILLE,PA,17901,SCHUYLKILL,POTTSVILLE AREA,06/30/2023,FY2022-2023,17,0,17,2864,100236473,2,100002062,POINT (-76.208599031 40.683723013),42,107
PA PKC,PENNYS DAYCARE LLC,,PENNYS DAYCARE LLC,CHILD CARE PROVIDER,23 LAKE ST,TIOGA,PA,16946,TIOGA,NORTHERN TIOGA,06/30/2021,FY2020-2021,26,0,26,14090,103082399,1,103082399,POINT (-77.14294 41.909661),42,117
PA PKC,EARLY CONNECTIONS INC,,EARLY CONNECTIONS/CITY CENTER,CHILD CARE PROVIDER,704 STATE ST,ERIE,PA,16501,ERIE,ERIE CITY,06/30/2021,FY2020-2021,20,3,23,1659,100164552,2,100164552,POINT (-80.08467 42.1281),42,49
PA PKC,EARLY CONNECTIONS INC,IROQUOIS AREA SCHOOL DISTRICT,IROQUOIS ELEMENTARY SCHOOL,SCHOOL DISTRICT,4231 MORSE ST,ERIE,PA,16511,ERIE,IROQUOIS,06/30/2022,FY2021-2022,0,26,26,13952,1763602,3,100164552,POINT (-80.01165 42.1542),42,49
PA PKC,PATHSTONE,,CHESTER COUNTY FAMILY DEVELOPMENT CENTER,HEAD START,421 MCFARLAN RD STE E,KENNETT SQUARE,PA,19348,CHESTER,KENNETT CONSOLIDATED,06/30/2018,FY2017-2018,17,0,17,1862,100277028,3,100277028,POINT (-75.69382 39.85226),42,29
PA PKC,PATHSTONE,,PATHSTONE CHILD & FAMILY DEVELOPMENT CENTER,HEAD START,2150 CARLISLE RD,ASPERS,PA,17304,ADAMS,UPPER ADAMS,06/30/2021,FY2020-2021,34,0,34,1635,100277028,5,100277028,POINT (-77.23155 39.98476),42,1
PA PKC,"JEFFERSON-CLARION HEAD START, INC.",,ALLEGHENY-CLARION VALLEY ELEMENTARY,HEAD START,776 ROUTE 58 ROOM 109,FOXBURG,PA,16036,CLARION,ALLEGHENY-CLARION VALLEY,06/30/2018,FY2017-2018,15,0,15,1151,102280149,5,102280149,POINT (-79.67692 41.14704),42,31
PA PKC,SCHUYLKILL IU 29,PINE GROVE AREA SCHOOL DISTRICT,PINE GROVE AREA SCHOOL DISTRICT,SCHOOL DISTRICT,107 SCHOOL ST,PINE GROVE,PA,17963,SCHUYLKILL,PINE GROVE AREA,06/30/2019,FY2018-2019,18,0,18,14035,101408115,2,100306578,POINT (-76.380329 40.558311),42,107
PA PKC,PIC WESTMORELAND/FAYETTE,,MARZOLF PRIMARY,HEAD START,101 MARZOLF ROAD EXT,PITTSBURGH,PA,15209,ALLEGHENY,SHALER AREA,06/30/2020,FY2019-2020,20,0,20,13835,100134894,34,100134894,POINT (-79.96644 40.51361),42,3
PA PKC,DELAWARE COUNTY INTERMEDIATE UNIT,EASTER SEALS OF SOUTHEASTERN PA,EASTER SEALS OF SOUTHEASTERN PA,LICENSED NURSERY,468 N MIDDLETOWN RD,MEDIA,PA,19063,DELAWARE,ROSE TREE MEDIA,06/30/2021,FY2020-2021,14,0,14,14460,100000550,31,100002680,POINT (-75.444512 39.926297),42,45
PA PKC,BERKS COMMUNITY ACTION PROGRAM,BERKS COUNTY INTERMEDIATE UNIT 14,BCIU LEARNING CENTER AT THE HIGHLANDS,SCHOOL DISTRICT,200 READING AVE,WEST READING,PA,19611,BERKS,WYOMISSING AREA,06/30/2019,FY2018-2019,18,0,18,20811,100127085,43,102280111,POINT (-75.941919 40.335783),42,11
PA PKC,CHAMBERSBURG AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,BENJAMIN CHAMBERS ELEMENTARY,HEAD START,481 N FRANKLIN ST,CHAMBERSBURG,PA,17201,FRANKLIN,CHAMBERSBURG AREA,06/30/2015,FY2014-2015,20,0,20,1707,102280434,2,1296983,POINT (-77.667104 39.944583),42,55
PA PKC,WESTMORELAND HUMAN OPPORTUNITIES INC,,DONEGAL CENTER,HEAD START,340 CHURCH ST,DONEGAL,PA,15628,WESTMORELAND,MOUNT PLEASANT AREA,06/30/2022,FY2021-2022,10,0,10,1905,100776832,17,100776832,POINT (-79.38113 40.1128),42,129
PA PKC,"TABLELAND SERVICES, INC.",,SOMERSET AREA SCHOOL DISTRICT,HEAD START,105 NEW CENTERVILLE RD,SOMERSET,PA,15501,SOMERSET,SOMERSET AREA,06/30/2020,FY2019-2020,0,9,9,1379,101151030,19,101151030,POINT (-79.09945 40.004984),42,111
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,THE GREEN/BYRNE CHILD CARE CENTER INC,THE GREEN/BYRNE CHILD CARE CENTER,CHILD CARE PROVIDER,600 ARCH ST FL 1,PHILADELPHIA,PA,19106,PHILADELPHIA,PHILADELPHIA CITY,06/30/2021,FY2020-2021,10,0,10,1515,100311246,1,100137321,POINT (-75.150003 39.952778),42,101
PA PKC,BERKS COUNTY INTERMEDIATE UNIT,,CONRAD WEISER WEST ELEMENTARY,HEAD START,102 S 3RD ST,WOMELSDORF,PA,19567,BERKS,CONRAD WEISER AREA,06/30/2020,FY2019-2020,18,0,18,13976,100127085,34,100127085,POINT (-76.18941 40.36319),42,11
PA PKC,DELAWARE COUNTY INTERMEDIATE UNIT,,SOUTHEAST DELCO KINDERGARTEN CENTER,HEAD START,1 SCHOOL LN,GLENOLDEN,PA,19036,DELAWARE,SOUTHEAST DELCO,06/30/2023,FY2022-2023,40,0,40,10143,100002680,22,100002680,POINT (-75.295856485 39.912113495),42,45
PA PKC,SCHOOL DISTRICT OF BOROUGH OF MORRISVILLE,FAMILY YMCA OF LOWER BUCKS COUNTY,MORRISVILLE BRANCH YMCA,CHILD CARE PROVIDER,200 N PENNSYLVANIA AVE,MORRISVILLE,PA,19067,BUCKS,MORRISVILLE BOROUGH,06/30/2018,FY2017-2018,37,0,37,1315,100126275,1,1286000,POINT (-74.778208 40.211541),42,17
PA PKC,MCKEESPORT AREA SCHOOL DISTRICT,,FOUNDERS HALL II,SCHOOL DISTRICT,3600 ONEIL BLVD,MCKEESPORT,PA,15132,ALLEGHENY,MCKEESPORT AREA,06/30/2016,FY2015-2016,34,32,66,13160,100192207,5,100192207,POINT (-79.834319 40.347109),42,3
PA PKC,BLUEPRINTS,KID BIZ LLC,KID BIZ LLC EAST MAIDEN,CHILD CARE PROVIDER,375 E MAIDEN ST,WASHINGTON,PA,15301,WASHINGTON,WASHINGTON,06/30/2020,FY2019-2020,11,0,11,1434,100204264,3,100731376,POINT (-80.235787 40.166613),42,125
HSSAP,COMMUNITY PROGRESS COUNCIL INC,,YORK HAVEN,HEAD START,360 CASSEL RD,MANCHESTER,PA,17345,YORK,YORK SUBURBAN,06/30/2016,FY2015-2016,0,0,18,11880,100126696,17,100126696,POINT (-76.71893 40.10705),42,133
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,GREATER PHILADELPHIA YMCA,GPY ROXBOROUGH EARLY LEARNING CENTER,CHILD CARE PROVIDER,7219 RIDGE AVE,PHILADELPHIA,PA,19128,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,20,0,20,1221,100226655,13,100137321,POINT (-75.23158 40.04629),42,101
PA PKC,HANSEL & GRETEL EARLY LEARN CTR INC,,HANSEL AND GRETEL EARLY LEARNING CENTER,CHILD CARE PROVIDER,2206 WALNUT ST,HARRISBURG,PA,17103,DAUPHIN,SUSQUEHANNA TOWNSHIP,06/30/2024,FY2023-2024,77,0,77,2455,100128028,3,100128028,POINT (-76.85611 40.27451),42,43
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,A STEP AHEAD DAY CARE,A STEP AHEAD DAY CARE,CHILD CARE PROVIDER,7802 CASTOR AVENUE 1ST FLO,PHILADELPHIA,PA,19152,PHILADELPHIA,PHILADELPHIA CITY,06/30/2018,FY2017-2018,40,0,40,1471,100135908,1,100137321,POINT (-75.059524 40.058234),42,101
PA PKC,COMMUNITY ACTION PARTNERSHIP CAMBRIA CTY,,JOHNSTOWN CENTER,HEAD START,401 BROAD ST,JOHNSTOWN,PA,15906,CAMBRIA,GREATER JOHNSTOWN,06/30/2019,FY2018-2019,34,0,34,1392,102280120,2,102280120,POINT (-78.9276 40.33901),42,21
PA PKC,BRIGHTSIDE ACADEMY INC,,BRIGHTSIDE ACADEMY EARLY CARE EDUCATION,CHILD CARE PROVIDER,415 LYSLE BLVD # 2,MCKEESPORT,PA,15132,ALLEGHENY,MCKEESPORT AREA,06/30/2019,FY2018-2019,20,0,20,2681,100140532,10,100140532,POINT (-79.86261 40.35181),42,3
PA PKC,HAP ENTERPRISES INC,,TINY TOT CHILD DEVELOPMENT CENTER,LICENSED NURSERY,PRE K COUNTS NEW BRIGHTON 3200 43RD STREET,NEW BRIGHTON,PA,15066,BEAVER,NEW BRIGHTON AREA,06/30/2019,FY2018-2019,17,0,17,19815,100003720,156,100003720,POINT (-80.3026 40.73363),42,7
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,YMCA OF LEBANON PA,LEBANON YMCA SNOW CAMP,CHILD CARE PROVIDER,201 N 7TH ST,LEBANON,PA,17046,LEBANON,LEBANON,06/30/2015,FY2014-2015,11,0,11,11935,100125699,19,100758487,POINT (-76.422149 40.342553),42,75
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,GRACE NEIGHBORHOOD DEVELOPMENT CORP,ST STEPHENS DAY CARE CENTER AND AFTER SCHOOL PROGR,CHILD CARE PROVIDER,4201 PRINCETON AVE,PHILADELPHIA,PA,19135,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,45,0,45,1194,100648206,1,100137321,POINT (-75.043288 40.033199),42,101
PA PKC,SCHOOL DISTRICT OF LANCASTER,LANCASTER FAMILY YMCA,LANCASTER FAMILY YMCA,CHILD CARE PROVIDER,265 HARRISBURG AVE,LANCASTER,PA,17603,LANCASTER,LANCASTER,06/30/2021,FY2020-2021,19,0,19,20177,100229085,11,1392433,POINT (-76.311574 40.046761),42,71
PA PKC,PHILADELPHIA EARLY LEARNING ALLIANCE,KINDER ACADEMY INC,KINDER ACADEMY INC,CHILD CARE PROVIDER,7922 BUSTLETON AVE,PHILADELPHIA,PA,19152,PHILADELPHIA,PHILADELPHIA CITY,06/30/2017,FY2016-2017,20,0,20,9832,100132648,9,103082835,POINT (-75.052583 40.058351),42,101
PA PKC,PIC WESTMORELAND/FAYETTE,,RESERVE PRIMARY,HEAD START,2107 LONSDALE ST,PITTSBURGH,PA,15212,ALLEGHENY,SHALER AREA,06/30/2019,FY2018-2019,20,0,20,13836,100134894,35,100134894,POINT (-79.98085 40.47544),42,3
PA PKC,TGPC FOR C & L OF ST PAUL EVANGELICAL L,,THE GROWING PLACE CENTER AT POLK ELEMENTARY SCHOOL,CHILD CARE PROVIDER,630 INTERCHANGE RD,KRESGEVILLE,PA,18333,MONROE,PLEASANT VALLEY,06/30/2017,FY2016-2017,0,18,18,2639,100127540,4,100127540,POINT (-75.49225 40.9017),42,89
PA PKC,PIC WESTMORELAND/FAYETTE,,TODD LANE ELEMENTARY,HEAD START,113 TODD LN,MONACA,PA,15061,BEAVER,CENTRAL VALLEY,06/30/2020,FY2019-2020,18,0,18,12914,100134894,28,100134894,POINT (-80.29878 40.66526),42,7
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,,LEBANON HEAD START,HEAD START,1 CUMBERLAND ST,LEBANON,PA,17042,LEBANON,LEBANON,06/30/2019,FY2018-2019,12,0,12,1175,100758487,6,100758487,POINT (-76.411868 40.340398),42,75
PA PKC,LIGONIER VALLEY LEARNING CENTER INC,,LIGONIER VAL LEARN CTR,LICENSED NURSERY,117 JUNIPER LN,LIGONIER,PA,15658,WESTMORELAND,LIGONIER VALLEY,06/30/2016,FY2015-2016,19,0,19,1330,100134858,3,100134858,POINT (-79.20595 40.25695),42,129
PA PKC,BETHLEHEM AREA SCHOOL DISTRICT,,FOUNTAIN HILL ELEMENTARY SCHOOL CHILD CARE,SCHOOL DISTRICT,1330 CHURCH ST,FOUNTAIN HILL,PA,18015,NORTHAMPTON,BETHLEHEM AREA,06/30/2020,FY2019-2020,20,0,20,5383,100137813,5,100137813,POINT (-75.39794 40.59848),42,95
PA PKC,SENECA HIGHLANDS IU 9,FOREST AREA SCHOOL DISTRICT,WEST FOREST ELEMENTARY SCHOOL,SCHOOL DISTRICT,22318 ROUTE 62 BOX 15,TIONESTA,PA,16353,FOREST,FOREST AREA,06/30/2023,FY2022-2023,9,0,9,18997,100850644,2,1485819,POINT (-79.43235 41.54529),42,53
PA PKC,SCHOOL DISTRICT OF LANCASTER,LANCASTER RECREATION COMMISSION,LANCASTER REC CHILD CARE AT MCCASKEY HS,CHILD CARE PROVIDER,445 N RESERVOIR ST,LANCASTER,PA,17602,LANCASTER,LANCASTER,06/30/2023,FY2022-2023,36,0,36,14742,100125779,30,1392433,POINT (-76.290401964 40.048258998),42,71
PA PKC,QUAKERTOWN COMMUNITY SCHOOL DIST,LIFESPAN DAY CARE INC,LIFE SPAN PFAFF ELEMENTARY SCHOOL,CHILD CARE PROVIDER,1600 SLEEPY HOLLOW RD,QUAKERTOWN,PA,18951,BUCKS,QUAKERTOWN COMMUNITY,06/30/2018,FY2017-2018,17,0,17,2872,100125447,13,100750756,POINT (-75.440111 40.436222),42,17
PA PKC,HEAVENLY DAYCARE AND LEARNING CENTER INC,MAMAS LUV CHILDCARE INC,MAMAS LUV CHILDCARE INC,CHILD CARE PROVIDER,7410 BUIST AVE,PHILADELPHIA,PA,19153,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,27,0,27,10178,102678920,1,103104511,POINT (-75.243347 39.910704),42,101
PA PKC,TOWANDA AREA SCHOOL DISTRICT,ASOCIACION PUERTORRIQUENOS EN MARCHA INC,J ANDREW MORROW PRIMARY SCHOOL,SCHOOL DISTRICT,101 N 4TH ST,TOWANDA,PA,18848,BRADFORD,TOWANDA AREA,06/30/2018,FY2017-2018,20,0,20,19006,100765070,6,100765070,POINT (-76.448205 41.772448),42,15
PA PKC,YWCA OF YORK,,YWCA YORK LEARNING CENTER AT CANADOCHLY ELEM,CHILD CARE PROVIDER,100 ABELS RD,EAST PROSPECT,PA,17317,YORK,EASTERN YORK,06/30/2022,FY2021-2022,20,0,20,23794,100125957,27,100125957,,42,133
PA PKC,WYALUSING VALLEY CHILDRENS CENTER INC,,WYSOX CHILDRENS CENTER,CHILD CARE PROVIDER,866 GOLDEN MILE RD,TOWANDA,PA,18848,BRADFORD,TOWANDA AREA,06/30/2017,FY2016-2017,16,0,16,13606,100648430,5,100648430,POINT (-76.420838 41.769838),42,15
PA PKC,NORTHEASTERN CHILD CARE SERVICES INC,,TREASURE HOUSE CH DEVEL CTR-HAWLEY,CHILD CARE PROVIDER,17 COLUMBUS AVE,HAWLEY,PA,18428,WAYNE,WALLENPAUPACK AREA,06/30/2022,FY2021-2022,18,0,18,1334,100302505,13,100302505,POINT (-75.18564 41.47782),42,127
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,YOUNG WORLD EARLY LEARNING CENTER INC,YOUNG WORLD EARLY LEARNING CENTER,CHILD CARE PROVIDER,1737 FAIRMOUNT AVE,PHILADELPHIA,PA,19130,PHILADELPHIA,PHILADELPHIA CITY,06/30/2016,FY2015-2016,20,0,20,1224,100128420,1,100137321,POINT (-75.166501 39.967174),42,101
PA PKC,LANCASTER MENNONITE SCHOOL,,LANCASTER MENNONITE LOCUST GROVE CAMPUS,LICENSED NURSERY,2257 OLD PHILADELPHIA PIKE,LANCASTER,PA,17602,LANCASTER,CONESTOGA VALLEY,06/30/2017,FY2016-2017,6,0,6,14006,103078091,3,103078091,POINT (-76.22044 40.039815),42,71
PA PKC,LANCASTER-LEBANON INTERMEDIATE UNIT 13,CAP OF LANCASTER COUNTY,PV EARLY LEARNING CENTER,HEAD START,166 S NEW HOLLAND RD,KINZERS,PA,17535,LANCASTER,PEQUEA VALLEY,06/30/2023,FY2022-2023,30,0,30,22751,100126785,15,100758487,POINT (-76.061089018 40.023252009),42,71
PA PKC,CHAMBERSBURG AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,ANDREW BUCHANAN,HEAD START,730 E WASHINGTON ST,CHAMBERSBURG,PA,17201,FRANKLIN,CHAMBERSBURG AREA,06/30/2018,FY2017-2018,20,0,20,12547,102280434,21,1296983,POINT (-77.647748 39.932415),42,55
PA PKC,ALLEGHENY LUTHERAN SOCIAL MINISTRIES INC,,GROWING YEARS EARLY LEARNING CENTER AT JOHNSTOWN,HEAD START,865 SUSQUEHANNA ST,JOHNSTOWN,PA,15905,CAMBRIA,CONEMAUGH VALLEY,06/30/2021,FY2020-2021,17,0,17,18710,100199807,67,100199807,POINT (-78.952881 40.307786),42,21
PA PKC,JIM THORPE AREA SD,,JIM THORPE AREA HIGH SCHOOL,SCHOOL DISTRICT,1 OLYMPIAN WAY,JIM THORPE,PA,18229,CARBON,JIM THORPE AREA,06/30/2023,FY2022-2023,0,20,20,11882,102280390,3,102280390,POINT (-75.724235994 40.880498152),42,25
PA PKC,PIC WESTMORELAND/FAYETTE,,RESERVE PRIMARY,HEAD START,2107 LONSDALE ST,PITTSBURGH,PA,15212,ALLEGHENY,SHALER AREA,06/30/2024,FY2023-2024,20,0,20,13836,100134894,35,100134894,POINT (-79.98085 40.47544),42,3
PA PKC,THE MONTGOMERY CO INTERMEDIATE UNIT 23,,OAK PARK ELEMENTARY,SCHOOL DISTRICT,500 SQUIRREL LN,LANSDALE,PA,19446,MONTGOMERY,NORTH PENN,06/30/2019,FY2018-2019,16,0,16,20889,1414755,12,1414755,POINT (-75.2954 40.25443),42,91
PA PKC,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT-FOUNTAIN SPRINGS CENTER,HEAD START,200 CATHERINE ST FT SPRING,ASHLAND,PA,17921,SCHUYLKILL,NORTH SCHUYLKILL,06/30/2016,FY2015-2016,29,0,29,1380,100002062,5,100002062,POINT (-76.32565 40.77197),42,107
PA PKC,EDINBORO UNIVERSITY OF PA,LEARNERS LEADERS & DREAMERS LLC,LITTLE ACORNS LRNG CTR,CHILD CARE PROVIDER,991 ROUTE 19 N,WATERFORD,PA,16441,ERIE,FORT LEBOEUF,06/30/2020,FY2019-2020,10,0,10,14306,103094550,1,102829891,POINT (-79.991823 41.951733),42,49
