Year,Geographic Region,State,Group Method,Method,Suicides,Group Percentage
2001,Southern,Florida,Veteran Method,Other suicide,42,8.1
2001,Southern,Georgia,Veteran Method,Firearms,112,72.7
2001,Southern,Georgia,Veteran Method,Poisoning,20,13
2001,Southern,Georgia,Veteran Method,Other and low-count methods,22,14.3
2001,Southern,Kentucky,Veteran Method,Firearms,53,71.6
2001,Southern,Kentucky,Veteran Method,Suffocation,11,14.9
2001,Southern,Kentucky,Veteran Method,Other and low-count methods,10,13.5
2001,Southern,Louisiana,Veteran Method,Firearms,82,80.4
2001,Southern,Louisiana,Veteran Method,Other and low-count methods,20,19.6
2001,Southern,Maryland,Veteran Method,Firearms,52,65
2001,Southern,Maryland,Veteran Method,Suffocation,11,13.8
2001,Southern,Maryland,Veteran Method,Other and low-count methods,17,21.3
2001,Southern,Mississippi,Veteran Method,Firearms,47,73.4
2001,Southern,Mississippi,Veteran Method,Other and low-count methods,17,26.6
2001,Southern,North Carolina,Veteran Method,Firearms,135,73
2001,Southern,North Carolina,Veteran Method,Poisoning,24,13
2001,Southern,North Carolina,Veteran Method,Other and low-count methods,26,14.1
2001,Southern,Oklahoma,Veteran Method,Firearms,71,66.4
2001,Southern,Oklahoma,Veteran Method,Suffocation,19,17.8
2001,Southern,Oklahoma,Veteran Method,Other and low-count methods,17,15.9
2001,Southern,South Carolina,Veteran Method,Firearms,66,70.2
2001,Southern,South Carolina,Veteran Method,Suffocation,15,16
2001,Southern,South Carolina,Veteran Method,Other and low-count methods,13,13.8
2001,Southern,Tennessee,Veteran Method,Firearms,119,78.8
2001,Southern,Tennessee,Veteran Method,Poisoning,14,9.3
2001,Southern,Tennessee,Veteran Method,Other and low-count methods,18,11.9
2001,Southern,Texas,Veteran Method,Firearms,310,73.6
2001,Southern,Texas,Veteran Method,Poisoning,53,12.6
2001,Southern,Texas,Veteran Method,Other and low-count methods,58,13.8
2001,Southern,Virginia,Veteran Method,Firearms,106,66.7
2001,Southern,Virginia,Veteran Method,Poisoning,22,13.8
2001,Southern,Virginia,Veteran Method,Suffocation,20,12.6
2001,Southern,Virginia,Veteran Method,Other suicide,11,6.9
2001,Southern,West Virginia,Veteran Method,Firearms,50,73.5
2001,Southern,West Virginia,Veteran Method,Other and low-count methods,18,26.5
2001,Western,Region Total,Veteran Method,Firearms,988,67.1
2001,Western,Region Total,Veteran Method,Poisoning,177,12
2001,Western,Region Total,Veteran Method,Suffocation,224,15.2
2001,Western,Region Total,Veteran Method,Other suicide,84,5.7
2001,Western,Alaska,Veteran Method,Other and low-count methods,15,100
2001,Western,Arizona,Veteran Method,Firearms,127,75.1
2001,Western,Arizona,Veteran Method,Suffocation,19,11.2
2001,Western,Arizona,Veteran Method,Other and low-count methods,23,13.6
2001,Western,California,Veteran Method,Firearms,315,66.2
2001,Western,California,Veteran Method,Poisoning,26,5.5
2001,Western,California,Veteran Method,Suffocation,99,20.8
2001,Western,California,Veteran Method,Other suicide,36,7.6
2001,Western,Colorado,Veteran Method,Firearms,94,65.7
2001,Western,Colorado,Veteran Method,Poisoning,32,22.4
2001,Western,Colorado,Veteran Method,Other and low-count methods,17,11.9
2001,Western,Hawaii,Veteran Method,Other and low-count methods,31,100
2001,Western,Idaho,Veteran Method,Other and low-count methods,36,100
2001,Western,Montana,Veteran Method,Firearms,32,74.4
2001,Western,Montana,Veteran Method,Other and low-count methods,11,25.6
2001,Western,Nevada,Veteran Method,Firearms,67,58.3
2001,Western,Nevada,Veteran Method,Poisoning,22,19.1
2001,Western,Nevada,Veteran Method,Other and low-count methods,26,22.6
2001,Western,New Mexico,Veteran Method,Firearms,54,69.2
2001,Western,New Mexico,Veteran Method,Suffocation,13,16.7
2001,Western,New Mexico,Veteran Method,Other and low-count methods,11,14.1
2001,Western,Oregon,Veteran Method,Firearms,88,68.2
2001,Western,Oregon,Veteran Method,Poisoning,19,14.7
2001,Western,Oregon,Veteran Method,Other and low-count methods,22,17.1
2001,Western,Utah,Veteran Method,Firearms,45,78.9
2001,Western,Utah,Veteran Method,Other and low-count methods,12,21.1
2001,Western,Washington,Veteran Method,Firearms,107,66
2001,Western,Washington,Veteran Method,Poisoning,27,16.7
2001,Western,Washington,Veteran Method,Other and low-count methods,28,17.3
2001,Western,Wyoming,Veteran Method,Other and low-count methods,19,100
2002,All,U.S. Total,Veteran Method,Firearms,"4,149",67.3
2002,All,U.S. Total,Veteran Method,Poisoning,821,13.3
2002,All,U.S. Total,Veteran Method,Suffocation,833,13.5
2002,All,U.S. Total,Veteran Method,Other suicide,360,5.8
2002,Northeastern,Region Total,Veteran Method,Firearms,400,55.9
2002,Northeastern,Region Total,Veteran Method,Poisoning,103,14.4
2002,Northeastern,Region Total,Veteran Method,Suffocation,143,20
2002,Northeastern,Region Total,Veteran Method,Other suicide,70,9.8
2002,Northeastern,Connecticut,Veteran Method,Firearms,20,44.4
2002,Northeastern,Connecticut,Veteran Method,Suffocation,15,33.3
2002,Northeastern,Connecticut,Veteran Method,Other and low-count methods,10,22.2
2002,Northeastern,Maine,Veteran Method,Firearms,19,50
2002,Northeastern,Maine,Veteran Method,Other and low-count methods,19,50
2002,Northeastern,Massachusetts,Veteran Method,Firearms,30,35.7
2002,Northeastern,Massachusetts,Veteran Method,Poisoning,17,20.2
2002,Northeastern,Massachusetts,Veteran Method,Suffocation,25,29.8
2002,Northeastern,Massachusetts,Veteran Method,Other suicide,12,14.3
2002,Northeastern,New Hampshire,Veteran Method,Firearms,18,62.1
2002,Northeastern,New Hampshire,Veteran Method,Other and low-count methods,11,37.9
2002,Northeastern,New Jersey,Veteran Method,Firearms,45,51.7
2002,Northeastern,New Jersey,Veteran Method,Suffocation,17,19.5
2002,Northeastern,New Jersey,Veteran Method,Other and low-count methods,25,28.7
2002,Northeastern,New York,Veteran Method,Firearms,73,52.5
2002,Northeastern,New York,Veteran Method,Poisoning,17,12.2
2002,Northeastern,New York,Veteran Method,Suffocation,27,19.4
2002,Northeastern,New York,Veteran Method,Other suicide,22,15.8
2002,Northeastern,Pennsylvania,Veteran Method,Firearms,174,65.7
2002,Northeastern,Pennsylvania,Veteran Method,Poisoning,31,11.7
2002,Northeastern,Pennsylvania,Veteran Method,Suffocation,43,16.2
2002,Northeastern,Pennsylvania,Veteran Method,Other suicide,17,6.4
2002,Northeastern,Rhode Island,Veteran Method,Other and low-count methods,14,100
2002,Northeastern,Vermont,Veteran Method,Other and low-count methods,15,100
2002,Midwestern,Region Total,Veteran Method,Firearms,951,65.9
2002,Midwestern,Region Total,Veteran Method,Poisoning,197,13.6
2002,Midwestern,Region Total,Veteran Method,Suffocation,222,15.4
2002,Midwestern,Region Total,Veteran Method,Other suicide,74,5.1
2002,Midwestern,Illinois,Veteran Method,Firearms,141,65
2002,Midwestern,Illinois,Veteran Method,Poisoning,24,11.1
2002,Midwestern,Illinois,Veteran Method,Suffocation,39,18
2002,Midwestern,Illinois,Veteran Method,Other suicide,13,6
2002,Midwestern,Indiana,Veteran Method,Firearms,105,70
2002,Midwestern,Indiana,Veteran Method,Suffocation,26,17.3
2002,Midwestern,Indiana,Veteran Method,Other and low-count methods,19,12.7
2002,Midwestern,Iowa,Veteran Method,Firearms,38,66.7
2002,Midwestern,Iowa,Veteran Method,Other and low-count methods,19,33.3
2002,Midwestern,Kansas,Veteran Method,Firearms,48,62.3
2002,Midwestern,Kansas,Veteran Method,Poisoning,16,20.8
2002,Midwestern,Kansas,Veteran Method,Other and low-count methods,13,16.9
2002,Midwestern,Michigan,Veteran Method,Firearms,130,65.7
2002,Midwestern,Michigan,Veteran Method,Poisoning,31,15.7
2002,Midwestern,Michigan,Veteran Method,Other and low-count methods,37,18.7
2002,Midwestern,Minnesota,Veteran Method,Firearms,55,55.6
2002,Midwestern,Minnesota,Veteran Method,Poisoning,12,12.1
2002,Midwestern,Minnesota,Veteran Method,Suffocation,19,19.2
2002,Midwestern,Minnesota,Veteran Method,Other suicide,13,13.1
2002,Midwestern,Missouri,Veteran Method,Firearms,120,70.6
2002,Midwestern,Missouri,Veteran Method,Poisoning,22,12.9
2002,Midwestern,Missouri,Veteran Method,Suffocation,18,10.6
2002,Midwestern,Missouri,Veteran Method,Other suicide,10,5.9
2002,Midwestern,Nebraska,Veteran Method,Other and low-count methods,38,100
2002,Midwestern,North Dakota,Veteran Method,Other and low-count methods,21,100
2002,Midwestern,Ohio,Veteran Method,Firearms,184,67.6
2002,Midwestern,Ohio,Veteran Method,Poisoning,37,13.6
2002,Midwestern,Ohio,Veteran Method,Suffocation,39,14.3
2002,Midwestern,Ohio,Veteran Method,Other suicide,12,4.4
2002,Midwestern,South Dakota,Veteran Method,Other and low-count methods,25,100
2002,Midwestern,Wisconsin,Veteran Method,Firearms,71,59.2
2002,Midwestern,Wisconsin,Veteran Method,Poisoning,25,20.8
2002,Midwestern,Wisconsin,Veteran Method,Other and low-count methods,24,20
2002,Southern,Region Total,Veteran Method,Firearms,"1,786",73.1
2002,Southern,Region Total,Veteran Method,Poisoning,265,10.9
2002,Southern,Region Total,Veteran Method,Suffocation,263,10.8
2002,Southern,Region Total,Veteran Method,Other suicide,128,5.2
2002,Southern,Alabama,Veteran Method,Firearms,84,84.8
2002,Southern,Alabama,Veteran Method,Other and low-count methods,15,15.2
2002,Southern,Arkansas,Veteran Method,Firearms,56,74.7
2002,Southern,Arkansas,Veteran Method,Other and low-count methods,19,25.3
2002,Southern,Delaware,Veteran Method,Other and low-count methods,12,100
2002,Southern,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2002,Southern,Florida,Veteran Method,Firearms,330,66.4
2002,Southern,Florida,Veteran Method,Poisoning,77,15.5
2002,Southern,Florida,Veteran Method,Suffocation,59,11.9
2002,Southern,Florida,Veteran Method,Other suicide,31,6.2
2002,Southern,Georgia,Veteran Method,Firearms,144,79.1
2002,Southern,Georgia,Veteran Method,Poisoning,16,8.8
2002,Southern,Georgia,Veteran Method,Other and low-count methods,22,12.1
2002,Southern,Kentucky,Veteran Method,Firearms,86,86.9
2002,Southern,Kentucky,Veteran Method,Other and low-count methods,13,13.1
2002,Southern,Louisiana,Veteran Method,Firearms,75,74.3
2002,Southern,Louisiana,Veteran Method,Suffocation,12,11.9
2002,Southern,Louisiana,Veteran Method,Other and low-count methods,14,13.9
2002,Southern,Maryland,Veteran Method,Firearms,56,62.9
2002,Southern,Maryland,Veteran Method,Suffocation,17,19.1
2002,Southern,Maryland,Veteran Method,Other and low-count methods,16,18
2002,Southern,Mississippi,Veteran Method,Firearms,59,75.6
2002,Southern,Mississippi,Veteran Method,Other and low-count methods,19,24.4
2002,Southern,North Carolina,Veteran Method,Firearms,132,71
2002,Southern,North Carolina,Veteran Method,Poisoning,23,12.4
2002,Southern,North Carolina,Veteran Method,Other and low-count methods,31,16.7
2002,Southern,Oklahoma,Veteran Method,Firearms,67,69.1
2002,Southern,Oklahoma,Veteran Method,Suffocation,14,14.4
2002,Southern,Oklahoma,Veteran Method,Other and low-count methods,16,16.5
2002,Southern,South Carolina,Veteran Method,Firearms,70,77.8
2002,Southern,South Carolina,Veteran Method,Other and low-count methods,20,22.2
2002,Southern,Tennessee,Veteran Method,Firearms,128,79.5
2002,Southern,Tennessee,Veteran Method,Suffocation,13,8.1
2002,Southern,Tennessee,Veteran Method,Other and low-count methods,20,12.4
2002,Southern,Texas,Veteran Method,Firearms,306,71.2
2002,Southern,Texas,Veteran Method,Poisoning,46,10.7
2002,Southern,Texas,Veteran Method,Suffocation,51,11.9
2002,Southern,Texas,Veteran Method,Other suicide,27,6.3
2002,Southern,Virginia,Veteran Method,Firearms,135,73.8
2002,Southern,Virginia,Veteran Method,Poisoning,24,13.1
2002,Southern,Virginia,Veteran Method,Other and low-count methods,24,13.1
2002,Southern,West Virginia,Veteran Method,Firearms,48,81.4
2002,Southern,West Virginia,Veteran Method,Other and low-count methods,11,18.6
2002,Western,Region Total,Veteran Method,Firearms,"1,012",64.8
2002,Western,Region Total,Veteran Method,Poisoning,256,16.4
2002,Western,Region Total,Veteran Method,Suffocation,205,13.1
2002,Western,Region Total,Veteran Method,Other suicide,88,5.6
2002,Western,Alaska,Veteran Method,Other and low-count methods,24,100
2002,Western,Arizona,Veteran Method,Firearms,146,71.9
2002,Western,Arizona,Veteran Method,Poisoning,26,12.8
2002,Western,Arizona,Veteran Method,Other and low-count methods,31,15.3
2002,Western,California,Veteran Method,Firearms,321,62.2
2002,Western,California,Veteran Method,Poisoning,81,15.7
2002,Western,California,Veteran Method,Suffocation,74,14.3
2002,Western,California,Veteran Method,Other suicide,40,7.8
2002,Western,Colorado,Veteran Method,Firearms,95,59.4
2002,Western,Colorado,Veteran Method,Poisoning,35,21.9
2002,Western,Colorado,Veteran Method,Other and low-count methods,30,18.8
2002,Western,Hawaii,Veteran Method,Suffocation,11,52.4
2002,Western,Hawaii,Veteran Method,Other and low-count methods,10,47.6
2002,Western,Idaho,Veteran Method,Firearms,28,63.6
2002,Western,Idaho,Veteran Method,Other and low-count methods,16,36.4
2002,Western,Montana,Veteran Method,Firearms,25,69.4
2002,Western,Montana,Veteran Method,Other and low-count methods,11,30.6
2002,Western,Nevada,Veteran Method,Firearms,75,69.4
2002,Western,Nevada,Veteran Method,Poisoning,20,18.5
2002,Western,Nevada,Veteran Method,Other and low-count methods,13,12
2002,Western,New Mexico,Veteran Method,Firearms,51,65.4
2002,Western,New Mexico,Veteran Method,Other and low-count methods,27,34.6
2002,Western,Oregon,Veteran Method,Firearms,83,62.9
2002,Western,Oregon,Veteran Method,Poisoning,25,18.9
2002,Western,Oregon,Veteran Method,Other and low-count methods,24,18.2
2002,Western,Utah,Veteran Method,Firearms,34,66.7
2002,Western,Utah,Veteran Method,Other and low-count methods,17,33.3
2002,Western,Washington,Veteran Method,Firearms,108,65.5
2002,Western,Washington,Veteran Method,Poisoning,27,16.4
2002,Western,Washington,Veteran Method,Suffocation,18,10.9
2002,Western,Washington,Veteran Method,Other suicide,12,7.3
2002,Western,Wyoming,Veteran Method,Other and low-count methods,23,100
2003,All,U.S. Total,Veteran Method,Firearms,"4,051",67.3
2003,All,U.S. Total,Veteran Method,Poisoning,791,13.1
2003,All,U.S. Total,Veteran Method,Suffocation,811,13.5
2003,All,U.S. Total,Veteran Method,Other suicide,369,6.1
2003,Northeastern,Region Total,Veteran Method,Firearms,444,57.4
2003,Northeastern,Region Total,Veteran Method,Poisoning,90,11.6
2003,Northeastern,Region Total,Veteran Method,Suffocation,161,20.8
2003,Northeastern,Region Total,Veteran Method,Other suicide,79,10.2
2003,Northeastern,Connecticut,Veteran Method,Firearms,28,56
2003,Northeastern,Connecticut,Veteran Method,Other and low-count methods,22,44
2003,Northeastern,Maine,Veteran Method,Firearms,22,66.7
2003,Northeastern,Maine,Veteran Method,Other and low-count methods,11,33.3
2003,Northeastern,Massachusetts,Veteran Method,Firearms,32,43.8
2003,Northeastern,Massachusetts,Veteran Method,Suffocation,26,35.6
2003,Northeastern,Massachusetts,Veteran Method,Other and low-count methods,15,20.5
2003,Northeastern,New Hampshire,Veteran Method,Firearms,27,67.5
2003,Northeastern,New Hampshire,Veteran Method,Other and low-count methods,13,32.5
2003,Northeastern,New Jersey,Veteran Method,Firearms,27,33.8
2003,Northeastern,New Jersey,Veteran Method,Poisoning,10,12.5
2003,Northeastern,New Jersey,Veteran Method,Suffocation,27,33.8
2003,Northeastern,New Jersey,Veteran Method,Other suicide,16,20
2003,Northeastern,New York,Veteran Method,Firearms,108,57.1
2003,Northeastern,New York,Veteran Method,Poisoning,13,6.9
2003,Northeastern,New York,Veteran Method,Suffocation,50,26.5
2003,Northeastern,New York,Veteran Method,Other suicide,18,9.5
2003,Northeastern,Pennsylvania,Veteran Method,Firearms,191,69.5
2003,Northeastern,Pennsylvania,Veteran Method,Poisoning,36,13.1
2003,Northeastern,Pennsylvania,Veteran Method,Suffocation,31,11.3
2003,Northeastern,Pennsylvania,Veteran Method,Other suicide,17,6.2
2003,Northeastern,Rhode Island,Veteran Method,Other and low-count methods,19,100
2003,Northeastern,Vermont,Veteran Method,Other and low-count methods,15,100
2003,Midwestern,Region Total,Veteran Method,Firearms,826,63.6
2003,Midwestern,Region Total,Veteran Method,Poisoning,185,14.2
2003,Midwestern,Region Total,Veteran Method,Suffocation,205,15.8
2003,Midwestern,Region Total,Veteran Method,Other suicide,83,6.4
2003,Midwestern,Illinois,Veteran Method,Firearms,97,56.7
2003,Midwestern,Illinois,Veteran Method,Poisoning,30,17.5
2003,Midwestern,Illinois,Veteran Method,Suffocation,28,16.4
2003,Midwestern,Illinois,Veteran Method,Other suicide,16,9.4
2003,Midwestern,Indiana,Veteran Method,Firearms,91,66.4
2003,Midwestern,Indiana,Veteran Method,Suffocation,27,19.7
2003,Midwestern,Indiana,Veteran Method,Other and low-count methods,19,13.9
2003,Midwestern,Iowa,Veteran Method,Firearms,42,55.3
2003,Midwestern,Iowa,Veteran Method,Poisoning,16,21.1
2003,Midwestern,Iowa,Veteran Method,Other and low-count methods,18,23.7
2003,Midwestern,Kansas,Veteran Method,Firearms,50,74.6
2003,Midwestern,Kansas,Veteran Method,Other and low-count methods,17,25.4
2003,Midwestern,Michigan,Veteran Method,Firearms,114,63.3
2003,Midwestern,Michigan,Veteran Method,Poisoning,25,13.9
2003,Midwestern,Michigan,Veteran Method,Suffocation,30,16.7
2003,Midwestern,Michigan,Veteran Method,Other suicide,11,6.1
2003,Midwestern,Minnesota,Veteran Method,Firearms,58,62.4
2003,Midwestern,Minnesota,Veteran Method,Poisoning,16,17.2
2003,Midwestern,Minnesota,Veteran Method,Other and low-count methods,19,20.4
2003,Midwestern,Missouri,Veteran Method,Firearms,111,73
2003,Midwestern,Missouri,Veteran Method,Suffocation,20,13.2
2003,Midwestern,Missouri,Veteran Method,Other and low-count methods,21,13.8
2003,Midwestern,Nebraska,Veteran Method,Other and low-count methods,29,100
2003,Midwestern,North Dakota,Veteran Method,Other and low-count methods,18,100
2003,Midwestern,Ohio,Veteran Method,Firearms,140,64.2
2003,Midwestern,Ohio,Veteran Method,Poisoning,25,11.5
2003,Midwestern,Ohio,Veteran Method,Suffocation,36,16.5
2003,Midwestern,Ohio,Veteran Method,Other suicide,17,7.8
2003,Midwestern,South Dakota,Veteran Method,Other and low-count methods,22,100
2003,Midwestern,Wisconsin,Veteran Method,Firearms,76,55.9
2003,Midwestern,Wisconsin,Veteran Method,Poisoning,24,17.6
2003,Midwestern,Wisconsin,Veteran Method,Suffocation,21,15.4
2003,Midwestern,Wisconsin,Veteran Method,Other suicide,15,11
2003,Southern,Region Total,Veteran Method,Firearms,"1,778",73.1
2003,Southern,Region Total,Veteran Method,Poisoning,280,11.5
2003,Southern,Region Total,Veteran Method,Suffocation,263,10.8
2003,Southern,Region Total,Veteran Method,Other suicide,110,4.5
2003,Southern,Alabama,Veteran Method,Firearms,93,81.6
2003,Southern,Alabama,Veteran Method,Other and low-count methods,21,18.4
2003,Southern,Arkansas,Veteran Method,Firearms,69,78.4
2003,Southern,Arkansas,Veteran Method,Other and low-count methods,19,21.6
2003,Southern,Delaware,Veteran Method,Firearms,10,50
2003,Southern,Delaware,Veteran Method,Other and low-count methods,10,50
2003,Southern,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2003,Southern,Florida,Veteran Method,Firearms,347,70.2
2003,Southern,Florida,Veteran Method,Poisoning,69,14
2003,Southern,Florida,Veteran Method,Suffocation,48,9.7
2003,Southern,Florida,Veteran Method,Other suicide,30,6.1
2003,Southern,Georgia,Veteran Method,Firearms,144,76.2
2003,Southern,Georgia,Veteran Method,Poisoning,24,12.7
2003,Southern,Georgia,Veteran Method,Other and low-count methods,21,11.1
2003,Southern,Kentucky,Veteran Method,Firearms,80,78.4
2003,Southern,Kentucky,Veteran Method,Suffocation,10,9.8
2003,Southern,Kentucky,Veteran Method,Other and low-count methods,12,11.8
2003,Southern,Louisiana,Veteran Method,Firearms,66,85.7
2003,Southern,Louisiana,Veteran Method,Other and low-count methods,11,14.3
2003,Southern,Maryland,Veteran Method,Firearms,60,67.4
2003,Southern,Maryland,Veteran Method,Suffocation,19,21.3
2003,Southern,Maryland,Veteran Method,Other and low-count methods,10,11.2
2003,Southern,Mississippi,Veteran Method,Firearms,67,85.9
2003,Southern,Mississippi,Veteran Method,Other and low-count methods,11,14.1
2003,Southern,North Carolina,Veteran Method,Firearms,135,76.3
2003,Southern,North Carolina,Veteran Method,Poisoning,19,10.7
2003,Southern,North Carolina,Veteran Method,Other and low-count methods,23,13
2003,Southern,Oklahoma,Veteran Method,Firearms,68,71.6
2003,Southern,Oklahoma,Veteran Method,Poisoning,12,12.6
2003,Southern,Oklahoma,Veteran Method,Other and low-count methods,15,15.8
2003,Southern,South Carolina,Veteran Method,Firearms,82,74.5
2003,Southern,South Carolina,Veteran Method,Suffocation,14,12.7
2003,Southern,South Carolina,Veteran Method,Other and low-count methods,14,12.7
2003,Southern,Tennessee,Veteran Method,Firearms,102,73.4
2003,Southern,Tennessee,Veteran Method,Poisoning,18,12.9
2003,Southern,Tennessee,Veteran Method,Other and low-count methods,19,13.7
2003,Southern,Texas,Veteran Method,Firearms,309,69.4
2003,Southern,Texas,Veteran Method,Poisoning,59,13.3
2003,Southern,Texas,Veteran Method,Suffocation,56,12.6
2003,Southern,Texas,Veteran Method,Other suicide,21,4.7
2003,Southern,Virginia,Veteran Method,Firearms,94,64.4
2003,Southern,Virginia,Veteran Method,Suffocation,23,15.8
2003,Southern,Virginia,Veteran Method,Other and low-count methods,29,19.9
2003,Southern,West Virginia,Veteran Method,Firearms,51,79.7
2003,Southern,West Virginia,Veteran Method,Other and low-count methods,13,20.3
2003,Western,Region Total,Veteran Method,Firearms,1003,66.1
2003,Western,Region Total,Veteran Method,Poisoning,236,15.5
2003,Western,Region Total,Veteran Method,Suffocation,182,12
2003,Western,Region Total,Veteran Method,Other suicide,97,6.4
2003,Western,Alaska,Veteran Method,Other and low-count methods,26,100
2003,Western,Arizona,Veteran Method,Firearms,116,74.4
2003,Western,Arizona,Veteran Method,Suffocation,21,13.5
2003,Western,Arizona,Veteran Method,Other and low-count methods,19,12.2
2003,Western,California,Veteran Method,Firearms,311,59.8
2003,Western,California,Veteran Method,Poisoning,94,18.1
2003,Western,California,Veteran Method,Suffocation,66,12.7
2003,Western,California,Veteran Method,Other suicide,49,9.4
2003,Western,Colorado,Veteran Method,Firearms,96,63.6
2003,Western,Colorado,Veteran Method,Poisoning,27,17.9
2003,Western,Colorado,Veteran Method,Other and low-count methods,28,18.5
2003,Western,Hawaii,Veteran Method,Other and low-count methods,20,100
2003,Western,Idaho,Veteran Method,Firearms,35,70
2003,Western,Idaho,Veteran Method,Other and low-count methods,15,30
2003,Western,Montana,Veteran Method,Firearms,34,75.6
2003,Western,Montana,Veteran Method,Other and low-count methods,11,24.4
2003,Western,Nevada,Veteran Method,Firearms,78,70.3
2003,Western,Nevada,Veteran Method,Poisoning,17,15.3
2003,Western,Nevada,Veteran Method,Other and low-count methods,16,14.4
2003,Western,New Mexico,Veteran Method,Firearms,45,75
2003,Western,New Mexico,Veteran Method,Other and low-count methods,15,25
2003,Western,Oregon,Veteran Method,Firearms,102,71.8
2003,Western,Oregon,Veteran Method,Suffocation,16,11.3
2003,Western,Oregon,Veteran Method,Other and low-count methods,24,16.9
2003,Western,Utah,Veteran Method,Firearms,37,66.1
2003,Western,Utah,Veteran Method,Other and low-count methods,19,33.9
2003,Western,Washington,Veteran Method,Firearms,100,64.9
2003,Western,Washington,Veteran Method,Poisoning,31,20.1
2003,Western,Washington,Veteran Method,Suffocation,11,7.1
2003,Western,Washington,Veteran Method,Other suicide,12,7.8
2003,Western,Wyoming,Veteran Method,Other and low-count methods,27,100
2004,All,U.S. Total,Veteran Method,Firearms,"3,995",66.4
2004,All,U.S. Total,Veteran Method,Poisoning,843,14
2004,All,U.S. Total,Veteran Method,Suffocation,830,13.8
2004,All,U.S. Total,Veteran Method,Other suicide,353,5.9
2004,Northeastern,Region Total,Veteran Method,Firearms,412,56.1
2004,Northeastern,Region Total,Veteran Method,Poisoning,99,13.5
2004,Northeastern,Region Total,Veteran Method,Suffocation,154,21
2004,Northeastern,Region Total,Veteran Method,Other suicide,70,9.5
2004,Northeastern,Connecticut,Veteran Method,Firearms,18,41.9
2004,Northeastern,Connecticut,Veteran Method,Suffocation,13,30.2
2004,Northeastern,Connecticut,Veteran Method,Other and low-count methods,12,27.9
2004,Northeastern,Maine,Veteran Method,Other and low-count methods,29,100
2004,Northeastern,Massachusetts,Veteran Method,Firearms,27,38
2004,Northeastern,Massachusetts,Veteran Method,Poisoning,15,21.1
2004,Northeastern,Massachusetts,Veteran Method,Suffocation,19,26.8
2004,Northeastern,Massachusetts,Veteran Method,Other suicide,10,14.1
2004,Northeastern,New Hampshire,Veteran Method,Firearms,17,60.7
2004,Northeastern,New Hampshire,Veteran Method,Other and low-count methods,11,39.3
2004,Northeastern,New Jersey,Veteran Method,Firearms,55,56.1
2004,Northeastern,New Jersey,Veteran Method,Suffocation,22,22.4
2004,Northeastern,New Jersey,Veteran Method,Other and low-count methods,21,21.4
2004,Northeastern,New York,Veteran Method,Firearms,104,57.5
2004,Northeastern,New York,Veteran Method,Suffocation,38,21
2004,Northeastern,New York,Veteran Method,Other and low-count methods,39,21.5
2004,Northeastern,Pennsylvania,Veteran Method,Firearms,151,60.6
2004,Northeastern,Pennsylvania,Veteran Method,Poisoning,37,14.9
2004,Northeastern,Pennsylvania,Veteran Method,Suffocation,49,19.7
2004,Northeastern,Pennsylvania,Veteran Method,Other suicide,12,4.8
2004,Northeastern,Rhode Island,Veteran Method,Other and low-count methods,16,100
2004,Northeastern,Vermont,Veteran Method,Other and low-count methods,20,100
2004,Midwestern,Region Total,Veteran Method,Firearms,783,61.7
2004,Midwestern,Region Total,Veteran Method,Poisoning,218,17.2
2004,Midwestern,Region Total,Veteran Method,Suffocation,196,15.4
2004,Midwestern,Region Total,Veteran Method,Other suicide,72,5.7
2004,Midwestern,Illinois,Veteran Method,Firearms,89,53.9
2004,Midwestern,Illinois,Veteran Method,Poisoning,28,17
2004,Midwestern,Illinois,Veteran Method,Suffocation,32,19.4
2004,Midwestern,Illinois,Veteran Method,Other suicide,16,9.7
2004,Midwestern,Indiana,Veteran Method,Firearms,84,63.2
2004,Midwestern,Indiana,Veteran Method,Poisoning,27,20.3
2004,Midwestern,Indiana,Veteran Method,Other and low-count methods,22,16.5
2004,Midwestern,Iowa,Veteran Method,Firearms,38,66.7
2004,Midwestern,Iowa,Veteran Method,Other and low-count methods,19,33.3
2004,Midwestern,Kansas,Veteran Method,Firearms,41,61.2
2004,Midwestern,Kansas,Veteran Method,Suffocation,13,19.4
2004,Midwestern,Kansas,Veteran Method,Other and low-count methods,13,19.4
2004,Midwestern,Michigan,Veteran Method,Firearms,116,57.1
2004,Midwestern,Michigan,Veteran Method,Poisoning,37,18.2
2004,Midwestern,Michigan,Veteran Method,Suffocation,39,19.2
2004,Midwestern,Michigan,Veteran Method,Other suicide,11,5.4
2004,Midwestern,Minnesota,Veteran Method,Firearms,62,57.4
2004,Midwestern,Minnesota,Veteran Method,Suffocation,20,18.5
2004,Midwestern,Minnesota,Veteran Method,Other and low-count methods,26,24.1
2004,Midwestern,Missouri,Veteran Method,Firearms,105,72.4
2004,Midwestern,Missouri,Veteran Method,Poisoning,15,10.3
2004,Midwestern,Missouri,Veteran Method,Suffocation,14,9.7
2004,Midwestern,Missouri,Veteran Method,Other suicide,11,7.6
2004,Midwestern,Nebraska,Veteran Method,Firearms,21,65.6
2004,Midwestern,Nebraska,Veteran Method,Other and low-count methods,11,34.4
2004,Midwestern,North Dakota,Veteran Method,Other and low-count methods,14,100
2004,Midwestern,Ohio,Veteran Method,Firearms,144,63.7
