state_name,location_address,update_date,std_full_address,user_id,std_city_name,country_name,tribal_land_name,federal_agency_code,std_stype_before,std_base_name,std_stype_after,refresh_date,std_name,create_date,city_name,federal_facility_code,tribal_land_code,site_type_name,registry_id,primary_name,std_state_code,county_name,small_bus_ind,source_of_data,std_street_name,postal_code,huc_code_12,sensitive_ind,std_county_fips,fips_code,pgm_sys_id,std_house_number,huc_code_8,std_county_name,location_description,std_prefix,std_country,public_ind,supplemental_location,epa_region_code,state_code,data_quality_code,addr_type,last_reported_date,std_postal_code,legislative_dist_num,std_loc_address,std_suffix,pgm_sys_acrnm
,NAS FALLON,,,,,USA,,,,,,,,,FALLON,,,,110000848389,FALLON NAVAL AIR STATION,,CHURCHILL,,SEMS,,89406,,,,,NV9170022173,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,NASHVILLE FERRY RD,,,,,USA,,,,,,,,,COLUMBUS,,,,110071099879,HOOKER CHEMICAL CORP,,LOWNDES,,SEMS,,39701,,,,,MSD004000568,,,,,,,Y,,4.0,MS,,,,,,,,SEMS
,NAS OCEANA,,,,,USA,,,,,,,,,VIRGINIA BEACH,,,,110071100262,USN NAVAL AIR STN OCEANA,,VIRGINIA BEACH CITY,,SEMS,,23460,,,,,VA2170024606,,,,,,,Y,,3.0,VA,,,,,,,,SEMS
,NAS PENSACOLA 624,,,,,USA,,,,,,,,,PENSACOLA,,,,110071100827,US NAVAL FD TRNG SAUFLEY FIELD,,ESCAMBIA,,SEMS,,32508,,,,,FL8170023784,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NAS PENSACOLA BLDG 624,,,,,USA,,,,,,,,,PENSACOLA,,,,110064808999,US NAVAL TECH TRNG CORRY STATION,,ESCAMBIA,,SEMS,,32508,,,,,FL7170023785,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NAS WHITING FIELD,,,,,USA,,,,,,,,,FOLEY,,,,110009264303,US NAVAL OUTLYING BARIN FIELD,,BALDWIN,,SEMS,,36535,,,,,AL2170024630,,,,,,,Y,,4.0,AL,,,,,,,,SEMS
,NATHANIEL DRIVE,,,,,USA,,,,,,,,,DUBLIN,,,,110071099957,FORSTMANN COMPANY INC,,LAURENS,,SEMS,,31040,,,,,GAD077882314,,,,,,,Y,,4.0,GA,,,,,,,,SEMS
,NATIONAL FOREST ROAD 503 4,,,,,USA,,,,,,,,,CREEDE,,,,110024528162,NELSON TUNNEL COMMODORE WASTE ROCK,,MINERAL,,SEMS,,81130,,,,,CON000802630,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,NATIONAL WESTERN COMPLEX NEAR BRIGHTON BOULEVARD,,,,,USA,,,,,,,,,DENVER,,,,110071101823,VB I 70 BRIGHTON BOULEVARD,,DENVER,,SEMS,,80216,,,,,CON000820984,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,NAT L CENTER FOR TOXICOLGICAL RS BLDG 45,,,,,USA,,,,,,,,,JEFFERSON,,,,110000737828,COMBUSTION RESEARCH FACILITY,,JEFFERSON,,SEMS,,72079,,,,,AR6140090006,,,,,,,Y,,6.0,AR,,,,,,,,SEMS
,NATURAL BRIDGE AVE GOODFELLOW BLVD,,,,,USA,,,,,,,,,PINE LAWN,,,,110018011211,HANLEY AREA 2 SLOP ,,ST LOUIS,,SEMS,,63120,,,,,MO3210090038,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NATURAL BRIDGE RD WOODSON RD,,,,,USA,,,,,,,,,HAZELWOOD,,,,110009351325,LAMBERT ST LOUIS MUNICIPAL AIRPORT AIR NATIONAL GUARD,,ST LOUIS,,SEMS,,63134,,,,,MO4570025920,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NAVAJO NATION,,,,,USA,,,,,,,,,PREWITT,,,,110009302094,FEBCO AUM SITE,,MCKINLEY,,SEMS,,87045,,,,,NND986669166,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NAVAJO NATION,,,,,USA,,,,,,,,,TEEC NOS POS,,,,110013806453,NAVAJO RADIOACTIVE HOGANS,,APACHE,,SEMS,,86514,,,,,NNN000905864,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO NATION,,,,,USA,,,,,,,,,WINDOW ROCK,,,,110020748333,ABANDONED URANIUM MINES ON THE NAVAJO NATION,,APACHE,,SEMS,,86515,,,,,NNN000906087,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO NATION,,,,,USA,,,,,,,,,WINDOW ROCK,,,,110067352983,ABANDONED URANIUM MINES NAVAJO DOJ,, NOT DEFINED ,,SEMS,,86515,,,,,NNN000900242,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO NATION,,,,,USA,,,,,,,,,WINDOW ROCK,,,,110067352992,CYPRUS AMAX,, NOT DEFINED ,,SEMS,,86515,,,,,NNN000900245,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO NATION,,,,,USA,,,,,,,,,WINDOW ROCK,,,,110071102716,PHASE 2 PRIORITY ORPHAN TRUST,, NOT DEFINED ,,SEMS,,86515,,,,,NNN000905610,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO NATION AREA,,,,,USA,,,,,,,,,WINDOW ROCK,,,,110067353474,TRONOX NAVAJO AREA URANIUM MINES,,APACHE,,SEMS,,86515,,,,,NNN000900374,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO RESERVATION,,,,,USA,,,,,,,,,FRUITLAND,,,,110009301656,NAVAJO UPPER FRUITLAND DUMP,,SAN JUAN,,SEMS,,87416,,,,,NND986667525,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NAVAJO RESERVATION,,,,,USA,,,,,,,,,OAK SPRINGS,,,,110020748164,NAVAJO SALT CANYON MINES,, NOT DEFINED ,,SEMS,,86506,,,,,NND986667467,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NAVAJO RESERVATION,,,,,USA,,,,,,,,,OAK SPRINGS,,,,110020748182,NAVAJO BEGAY 2 URANIUM MINE,, NOT DEFINED ,,SEMS,,86506,,,,,NND986667509,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NAVAJO RESERVATION,,,,,USA,,,,,,,,,OAK SPRINGS,,,,110020748191,NAVAJO BEGAY 1 URANIUM MINE,, NOT DEFINED ,,SEMS,,86506,,,,,NND986667517,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NAVAJO ROUTE 12,,,,,USA,,,,,,,,,WINDOW ROCK,,,,110009323981,NAVAJO TOXAPHENE,,APACHE,,SEMS,,86515,,,,,NN0000146621,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAJO ROUTE 7 ROUTE C297,,,,,USA,,,,,,,,,SAWMILL,,,,110071349391,OLD SAWMILL,,NAVAJO,,SEMS,,86504,,,,,NNN000905872,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NAVAL AIR STA SAN LDFL,,,,,USA,,,,,,,,,LEMOORE,,,,110071102029,LEMOORE NAVAL AIR STA,,KINGS,,SEMS,,93245,,,,,CA3170024381,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVAL AIR STATION,,,,,USA,,,,,,,,,GLENVIEW,,,,110071102154,US NAVY GLENVIEW NAVAL AIR STATION,,COOK,,SEMS,,60025,,,,,IL3170022930,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NAVAL AIR STATION,,,,,USA,,,,,,,,,KEY WEST,,,,110043694124,NAS KEY WEST BOCA CHICA ,,MONROE,,SEMS,,33042,,,,,FL6170022952,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NAVAL AIR STATION BUILDING 3,,,,,USA,,,,,,,,,PENSACOLA,,,,110071100674,PENSACOLA NAVAL AIR STATION,,ESCAMBIA,,SEMS,,32508,,,,,FL9170024567,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NAVAL AIR STATION POINT MUGU,,,,,USA,,,,,,,,,POINT MUGU NAWC,,,,110071102229,PACIFIC MISSILE TEST CTR,,VENTURA,,SEMS,,93042,,,,,CA9170027271,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVAL BASE,,,,,USA,,,,,,,,,PEARL HARBOR,,,,110071102339,PEARL HARBOR NAVAL SUPPLY CTR,,HONOLULU,,SEMS,,96860,,,,,HI1170024342,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,NAVAL COMMUNICATIONS STA,,,,,USA,,,,,,,,,BARRIGADA,,,,110071101248,BARRIGADA VILLAGE ABNDONED DUMP,,GUAM,,SEMS,,96913,,,,,GU5170090018,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAVAL FACILITY,,,,,USA,,,,,,,,,AGANA,,,,110071101512,NAVAL SHIP REPAIR FACILITY GUAM,,GUAM,,SEMS,,96910,,,,,GU4170027334,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAVAL FACILITY GUAM,,,,,USA,,,,,,,,,AGANA,,,,110071102329,NAVAL FACIL GUAM,,GUAM,,SEMS,,96910,,,,,GU2170090011,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAVAL HOSP GUAM,,,,,USA,,,,,,,,,NAVAL HOSP GUAM,,,,110070823308,NAVAL HOSP GUAM,,GUAM,,SEMS,,96630,,,,,GU3170090010,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAVAL PUBLIC WKS CTR MAKALAPA,,,,,USA,,,,,,,,,PEARL HARBOR,,,,110071102337,PEARL HARBOR PWC MAKALAPA PESTICIDE PIT,,HONOLULU,,SEMS,,96860,,,,,HI0170090005,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,NAVAL STATION AREA,,,,,USA,,,,,,,,,PEARL HARBOR,,,,110071102338,PEARL HARBOR NAVY PUBLIC WORKS CTR,,HONOLULU,,SEMS,,96860,,,,,HI1170024334,,,,,,,Y,,9.0,HI,,,,,,,,SEMS
,NAVAL TRAINING CENTER,,,,,USA,,,,,,,,,SAN DIEGO,,,,110071102024,SAN DIEGO NAVAL TRAINING CENTER,,SAN DIEGO,,SEMS,,92133,,,,,CA2170023202,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVAL TRAINING CTR,,,,,USA,,,,,,,,,SAN DIEGO,,,,110009329501,CAMP NIMITZ AREA,,SAN DIEGO,,SEMS,,92133,,,,,CA7170090057,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVAL WEAPONS STA SEAL BCH,,,,,USA,,,,,,,,,FALLBROOK,,,,110064804216,FALLBROOK ANNEX,,SAN DIEGO,,SEMS,,92028,,,,,CA0170090054,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVASSA RD HWY 74,,,,,USA,,,,,,,,,NAVASSA,,,,110071100043,ESTECH GENL CHEMS CORP,,BRUNSWICK,,SEMS,,28424,,,,,NCD051827905,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NAVCAMS WESTPAC,,,,,USA,,,,,,,,,AGANA,,,,110071102330,NAVAL COMM AREA MASTER STA WEST PACIFIC,,GUAM,,SEMS,,96932,,,,,GU6170090009,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAV COMM CTR SOUTH FINEGAYAN,,,,,USA,,,,,,,,,AGANA,,,,110071101249,FINEGAYAN HOUSING ABANDONED DUMP,,GUAM,,SEMS,,96932,,,,,GU8170090015,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAVSUBBASE BALLAST POINT DRIVE,,,,,USA,,,,,,,,,SAN DIEGO,,,,110071101737,USCG BALLAST POINT MOORINGS,,SAN DIEGO,,SEMS,,92106,,,,,CA7690390524,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVY MOLE PIER,,,,,USA,,,,,,,,,LONG BEACH,,,,110071101940,LONG BEACH NAVAL STA,,LOS ANGELES,,SEMS,,90822,,,,,CA2170023194,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NAVY PUBLIC WORKS CTR,,,,,USA,,,,,,,,,AGANA,,,,110033146557,PITI POWER PLT,,GUAM,,SEMS,,96630,,,,,GU4170090001,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,NAVY PUBLIC WORKS CTR,,,,,USA,,,,,,,,,AGANA,,,,110071102331,NAVAL STA GUAM,,GUAM,,SEMS,,96910,,,,,GU7170027323,,,,,,,Y,,9.0,GU,,,,,,,,SEMS
,N BANK COLVILLE RIVER,,,,,USA,,,,,,,,,UMIAT,,,,110007922329,USDOT FAA UMIAT AIRSTRIP STAGING AREA,,NORTH SLOPE,,SEMS,,99723,,,,,AK6690502459,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,N BEADLE RD E N GOODMAN ST,,,,,USA,,,,,,,,,SWEDEN,,,,110008014549,SWEDEN 3 CHAPMAN,,MONROE,,SEMS,,14420,,,,,NYD980780886,,,,,,,Y,,2.0,NY,,,,,,,,SEMS
,N BEHAN ROAD,,,,,USA,,,,,,,,,BROOKHAVEN,,,,110015585240,ESCAMBIA WOOD BROOKHAVEN,,LINCOLN,,SEMS,,39601,,,,,MSD985971639,,,,,,,Y,,4.0,MS,,,,,,,,SEMS
,N BOUNDARY COLUMBIA RIVER S B T2N T3N,,,,,USA,,,,,,,,,UMATILLA,,,,110020125764,NORTH MORROW GROUNDWATER,,MORROW,,SEMS,,97882,,,,,ORN001002612,,,,,,,Y,,10.0,OR,,,,,,,,SEMS
,N BOUNDRY OF CITY LIMITS,,,,,USA,,,,,,,,,ANCHORAGE,,,,110070126708,ELMENDORF AIR FORCE BASE,, NOT DEFINED ,,SEMS,,99506,,,,,AK8570028649,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,N BROADWAY RT 25 INDIANA CR,,,,,USA,,,,,,,,,AURORA,,,,110071102144,AURORA POST OFFICE SITE NEW ,,KANE,,SEMS,,60505,,,,,ILD981795453,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NC 132,,,,,USA,,,,,,,,,CASTLE HAYNE,,,,110009297064,REASOR CHEMICAL COMPANY,,NEW HANOVER,,SEMS,,28429,,,,,NCD986187094,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NC 42 EAST,,,,,USA,,,,,,,,,CLAYTON,,,,110009340052,PEELE PESTICIDE DISPOSAL SITE,,JOHNSTON,,SEMS,,27520,,,,,NCD986171338,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NCBC,,,,,USA,,,,,,,,,PORT HUENEME,,,,110033611367,CIVIL ENGINEERING LABORATORY,,VENTURA,,SEMS,,93043,,,,,CA2170090011,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NC HWY 13,,,,,USA,,,,,,,,,GOLDSBORO,,,,110000913851,USAF SEYMOUR JOHNSON AFB,,WAYNE,,SEMS,,27530,,,,,NC7570024474,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NC HWY 2035,,,,,USA,,,,,,,,,BELMONT,,,,110009296742,JADCO HUGHES FACILITY,,GASTON,,SEMS,,28012,,,,,NCD980729602,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NC HWY 218 AND HWY 601,,,,,USA,,,,,,,,,MONROE,,,,110071100393,UNIONVILLE TANKER ROLLOVER,,UNION,,SEMS,,28110,,,,,NCN000405183,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,NC HWY 24 US HWY 16,,,,,USA,,,,,,,,,ONSLOW COUNTY,,,,110071100192,CAMP LEJEUNE MILITARY RES USNAVY ,,ONSLOW,,SEMS,,28542,,,,,NC6170022580,,,,,,,Y,,4.0,NC,,,,,,,,SEMS
,N COAST UNALASKA ISLAND,,,,,USA,,,,,,,,,UNALASKA,,,,110064803789,USAF DRIFTWOOD BAY AFS,,ALEUTIANS WEST,,SEMS,,99685,,,,,AK3570028644,,,,,,,Y,,10.0,AK,,,,,,,,SEMS
,N CROSBY W DIVISION W HOBBIE ST,,,,,USA,,,,,,,,,CHICAGO,,,,110009326700,PEOPLES GAS LIGHT COKE NORTH STA,,COOK,,SEMS,,60610,,,,,ILD982074775,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NE 1 4 OF S23 T11N R3E,,,,,USA,,,,,,,,,SHELBYVILLE,,,,110009336094,SHELBYVILLE SALVAGE,,SHELBY,,SEMS,,62565,,,,,ILD984791699,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NE 1 4 OF S30 T29 N R23 W NW 1 4 OF,,,,,USA,,,,,,,,,MINNEAPOLIS,,,,110067350832,ADM DUMP,,HENNEPIN,,SEMS,,55414,,,,,MND985743939,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,NE 1 4 OF S 4 T37N R8W,,,,,USA,,,,,,,,,TRINITY CENTER,,,,110070822850,US FOREST SVC GOLDEN JUBILEE MINE,,TRINITY,,SEMS,,96091,,,,,CA0000983650,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NE1 4 OF SEC 23 T19N R3W,,,,,USA,,,,,,,,,LINCOLN,,,,110009326728,LANDERS,,LOGAN,,SEMS,,62656,,,,,ILD980901508,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NE1 4 SEC 17 T3N R36E COLUMBUS MARSH,,,,,USA,,,,,,,,,DYER,,,,110009260815,ARGENTUM MILL,,ESMERALDA,,SEMS,,89010,,,,,NVD980637540,,,,,,,Y,,9.0,NV,,,,,,,,SEMS
,NE 1 4 SEC 19 T33S R4E,,,,,USA,,,,,,,,,WINFIELD,,,,110061004149,STROTHER FIELD INDUSTRIAL PARK,,COWLEY,,SEMS,,67156,,,,,KSD980862726,,,,,,,Y,,7.0,KS,,,,,,,,SEMS
,NE 1 4 SEC34 TS145 R14E,,,,,USA,,,,,,,,,TUCSON,,,,110071101246,DAVIS MONTHAN AFB,,PIMA,,SEMS,,85707,,,,,AZ4570024055,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NE1 4 SECTION 11 TOWNSHIP 102 N RANGE,,,,,USA,,,,,,,,,LUVERNE,,,,110043571319,LUVERNE GROUND WATER PLUME,,ROCK,,SEMS,,56156,,,,,MNSFN0507826,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,NE 1 4 SW 1 4 NW 1 4 SECTION 17,,,,,USA,,,,,,,,,SULLIVAN,,,,110017998880,OAK GROVE VILLAGE WELL,,FRANKLIN,,SEMS,,63080,,,,,MOD981717036,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NE 1 4 SW 1 4 NW 1 4 SECTION 4,,,,,USA,,,,,,,,,GRAY SUMMIT,,,,110071101500,CHLANDA PROPERTY,,FRANKLIN,,SEMS,,63039,,,,,MOD980861926,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NE1 4 SW1 4 SECTION 16 T37N R12E,,,,,USA,,,,,,,,,HILES,,,,110009317239,PINE LAKE NICOLET NATIONAL FOREST,,FOREST,,SEMS,,54511,,,,,WI0000856971,,,,,,,Y,,5.0,WI,,,,,,,,SEMS
,NE 4 NE 4 OF SECTION 35 TOWNSHIP 23,,,,,USA,,,,,,,,,GARBER,,,,110043222358,BRUNKEN AGRI SALES,,GARFIELD,,SEMS,,73738,,,,,OKN000607135,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,NE 4 NE4 SEC10 T7N R13W,,,,,USA,,,,,,,,,CARNEGIE,,,,110070823024,CADDO COUNTY LANDFILL 3,,CADDO,,SEMS,,73015,,,,,OKD980698070,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,NE4 NE4 SEC22 T9N R12W,,,,,USA,,,,,,,,,FORT COBB,,,,110070823100,CADDO COUNTY LANDFILL 8,,CADDO,,SEMS,,73038,,,,,OKD980698120,,,,,,,Y,,6.0,OK,,,,,,,,SEMS
,NEAR 1065 BULKHEAD ROAD,,,,,USA,,,,,,,,,GREEN COVE SPRINGS,,,,110067347918,LEE FIELD SPOIL AREA 1,,CLAY,,SEMS,,32043,,,,,FLN000403489,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NEAR 1524 MAIN ST ,,,,,USA,,,,,,,,,CALVERT CITY,,,,110071100830,PITTSBURGH METALLURGICAL,,MARSHALL,,SEMS,,42029,,,,,KYN000405736,,,,,,,Y,,4.0,KY,,,,,,,,SEMS
,NEAR 1700 SAINT LOUIS MILLS CIR,,,,,USA,,,,,,,,,HAZELWOOD,,,,110071101079,ST LOUIS MILLS CIRCLE ABANDONED CONTAINER,,ST LOUIS,,SEMS,,63042 4423,,,,,MON000720059,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NEAR 1800 HIGHLAND,,,,,USA,,,,,,,,,DALLAS,,,,110067350681,HIGHLAND DRUMS,,DALLAS,,SEMS,,75228,,,,,TX0001922509,,,,,,,Y,,6.0,TX,,,,,,,,SEMS
,NEAR 200 WILLOW STREET,,,,,USA,,,,,,,,,FORT COLLINS,,,,110016678193,POUDRE RIVER SITE,,LARIMER,,SEMS,,80524,,,,,CON000802289,,,,,,,Y,,8.0,CO,,,,,,,,SEMS
,NEAR 302 SUPERIOR STREET,,,,,USA,,,,,,,,,DELTA,,,,110013799185,EAGLE PICHER WASTE DISPOSAL AREAS,,FULTON,,SEMS,,43515,,,,,OHN000508287,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,NEAR 332 JUSTICE STREET,,,,,USA,,,,,,,,,FREMONT,,,,110071102272,FREMONT VAPOR INTRUSION ER,,SANDUSKY,,SEMS,,43420,,,,,OHN000507867,,,,,,,Y,,5.0,OH,,,,,,,,SEMS
,NEAR 362 THIRD STREET,,,,,USA,,,,,,,,,EXCELSIOR,,,,110067350976,PURE OIL BULK STORAGE FACILITY,,HENNEPIN,,SEMS,,55331 1810,,,,,MNN000506102,,,,,,,Y,,5.0,MN,,,,,,,,SEMS
,NEAR 4838 S MORGAN ST,,,,,USA,,,,,,,,,CHICAGO,,,,110071315172,SOUTH MORGAN STREET ABANDONED TRAILER,,COOK,,SEMS,,60609,,,,,ILN000521852,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NEAR 728 YORKLYN RD,,,,,USA,,,,,,,,,HOCKESSIN,,,,110071099866,LEAD CABOOSE,,NEW CASTLE,,SEMS,,19707,,,,,DEN000304796,,,,,,,Y,,3.0,DE,,,,,,,,SEMS
,NEAR 7701 AVALON AVENUE,,,,,USA,,,,,,,,,CHICAGO,,,,110009326568,AVALON AVENUE DUMP SITE,,COOK,,SEMS,,60619,,,,,ILD984904227,,,,,,,Y,,5.0,IL,,,,,,,,SEMS
,NEAR 800 BLOCK OF SO TACOMA WAY,,,,,USA,,,,,,,,,TACOMA,,,,110039512364,SOUTH TACOMA CHANNEL SEEP,,PIERCE,,SEMS,,98409,,,,,WAN001002824,,,,,,,Y,,10.0,WA,,,,,,,,SEMS
,NEAR AMBROSIA LAKE,,,,,USA,,,,,,,,,SAN MATEO,,,,110071101290,RAGLAND GROUNDWATER,,MCKINLEY,,SEMS,,87020,,,,,NMN000605239,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NEAR AVE I AND COUNTY HWY 14 1 2,,,,,USA,,,,,,,,,YUMA,,,,110070823063,STANFORD 1,,YUMA,,SEMS,,85365,,,,,AZD982028821,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NEAR BENCH MARK 681,,,,,USA,,,,,,,,,FOLLANSBEE,,,,110071100370,FOLLANSBEE,,BROOKE,,SEMS,,26037,,,,,WVD004336749,,,,,,,Y,,3.0,WV,,,,,,,,SEMS
,NEAR CORNER OF 4TH ST AND CLEVELAND AVE,,,,,USA,,,,,,,,,PLAINFIELD,,,,110046479379,CLEVELAND AVENUE,,UNION,,SEMS,,07060,,,,,NJN000206600,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,NEAR COUNTY LINE RD HARLEE RD INTERSECTN,,,,,USA,,,,,,,,,PORT MANATEE,,,,110009281927,TECO DNR PORT MANATEE SITE,,MANATEE,,SEMS,,34202,,,,,FLD984170985,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NEAR EAST END RD AND SR 107,,,,,USA,,,,,,,,,ST JOHN,,,,110037286022,CORAL BAY AIR SAMPLING PROJECT,,ST JOHN,,SEMS,,00830,,,,,VIC200400158,,,,,,,Y,,2.0,VI,,,,,,,,SEMS
,NEAR ELLISVILLE,,,,,USA,,,,,,,,,ELLISVILLE,,,,110009351968,ELLISVILLE SITE,,ST LOUIS,,SEMS,,63011,,,,,MOD980633010,,,,,,,Y,,7.0,MO,,,,,,,,SEMS
,NEAREST CITY BISHOP,,,,,USA,,,,,,,,,BISHOP,,,,110071101666,BLACKROCK MINE,,INYO,,SEMS,,93514,,,,,CA4141190567,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAREST CITY BRIDGEPORT,,,,,USA,,,,,,,,,BRIDGEPORT,,,,110009267079,AURORA CANYON MILLSITE,,MONO,,SEMS,,93517,,,,,CA5141190566,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAREST CITY BRIDGEPORT,,,,,USA,,,,,,,,,BRIDGEPORT,,,,110071101667,BODIE MINE,,MONO,,SEMS,,93517,,,,,CA3141190568,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAREST CITY LA GRANGE,,,,,USA,,,,,,,,,LA GRANGE,,,,110009265357,SOLAMBO MINE AKA SOLOMBO MINE ,,TUOLUMNE,,SEMS,,95311,,,,,CA2141190569,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAREST CITY MERCED FALLS,,,,,USA,,,,,,,,,MARIPOSA,,,,110009329761,USDOJ BLM,,MARIPOSA,,SEMS,,95338,,,,,CA6141190565,,,,,,,Y,,9.0,CA,,,,,,,,SEMS
,NEAREST INTERSECTION IS DALLAS DRIVE AND CARLISLE,,,,,USA,,,,,,,,,TERRE HAUTE,,,,110071101127,HONEY CREEK SEDIMENT CONTAMINATION,,VIGO,,SEMS,,47802,,,,,INN000509965,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,NEAREST INTERSECTION U S 90 AT,,,,,USA,,,,,,,,,MARIANNA,,,,110067351038,CSX DAVENPORT ROAD TRAIN DERAILMENT,,JACKSON,,SEMS,,32446,,,,,FL0001922590,,,,,,,Y,,4.0,FL,,,,,,,,SEMS
,NEAR FARMINGTON,,,,,USA,,,,,,,,,FARMINGTON,,,,110060691354,LEE ACRES LANDFILL USDOI ,,SAN JUAN,,SEMS,,87413,,,,,NMD980750020,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
,NEAR GRAND AVE ROBIN CT INTERSECTION,,,,,USA,,,,,,,,,HACKETTSTOWN,,,,110029528900,HACKETTSTOWN ABANDONED DRUMS SITE,,WARREN,,SEMS,,07840,,,,,NJN000206094,,,,,,,Y,,2.0,NJ,,,,,,,,SEMS
,NEAR I 17,,,,,USA,,,,,,,,,NEW RIVER,,,,110009265561,BYERS BOMB SITE,,MARICOPA,,SEMS,,85027,,,,,AZ0002014306,,,,,,,Y,,9.0,AZ,,,,,,,,SEMS
,NEAR INTERSECTION OF BUNDY WILSON,,,,,USA,,,,,,,,,COLOMA,,,,110040436276,AEP TRANSFORMER FIRE,,BERRIEN,,SEMS,,49038 8407,,,,,MIN000510417,,,,,,,Y,,5.0,MI,,,,,,,,SEMS
,NEAR INTERSECTION OF CHICAGO AVE W LINCOLN AVE,,,,,USA,,,,,,,,,GOSHEN,,,,110067038761,LINCOLN AVENUE DUMP,,ELKHART,,SEMS,,46526,,,,,INN000505422,,,,,,,Y,,5.0,IN,,,,,,,,SEMS
,NEAR INTERSECTION OF EDITH AND GRAND AVE,,,,,USA,,,,,,,,,ALBUQUERQUE,,,,110009342032,FRUIT AVENUE PLUME,,BERNALILLO,,SEMS,,87102,,,,,NMD986668911,,,,,,,Y,,6.0,NM,,,,,,,,SEMS
