Year,Quarter,Dwelling Unit,City,Zip,Paint Inspection/Risk Assessment Date,Clear/Close Date,Property Status,Year Built,Finished Square Feet,Number of Rooms,Number of Rooms Treated,Windows,Location of Work,Type of Work,Relocation Cost,HUD Lead Hazard Reduction Cost,Match LHR Cost,Total LHR cost,Other Rehab Cost,Local government cost,Income,Occupants Younger Than 6,Occupants 6 and Older,BLL <10,BLL 10-20,BLL > 20,BLL Unknown,BLL Greater Than 5,New Georeferenced Column,Date Updated
2019,Third Quarter,,Saint Paul,55106.0,May 03 2019,August 07 2019,Owner Occupied,1958,1173,11,6,18.0,Only Interior,Paint Stabilization and Window replacement,403.0,3769,5653,,1078.0,,30-50,3.0,9.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55106.0,January 03 2019,August 20 2019,Owner Occupied,1948,956,11,5,13.0,Only Interior,Paint Stabilization and Window replacement,201.0,2474,3710,,0.0,,30-50,2.0,1.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,Second Quarter,,Saint Paul,55107.0,March 16 2020,June 09 2020,Owner Occupied,1923,1584,12,6,13.0,Only Interior,Paint Stabilization and Window replacement,103.0,2285,3428,,0.0,,30-50,2.0,4.0,,,,,0.0,"Saint Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55107.0,June 01 2012,July 31 2012,Owner Occupied,1929,1038,7,5,7.0,Only Interior,Paint Stabilization and Window replacement,0.0,1310,1310,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2015,Fourth Quarter,Single Family,St. Paul,55104.0,September 14 2015,November 03 2015,Owner Occupied,1911,1320,12,8,14.0,Interior Only,Window replacement and Paint stabilization,269.0,2622,2623,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2013,First Quarter,Unit #2,St. Paul,55104.0,December 12 2012,March 27 2013,Occupied Rental,1900,924,7,6,10.0,Interior Only,Window replacement and Paint stabilization,0.0,1700,1701,,0.0,,30-50,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55107.0,October 14 2010,January 26 2011,Owner Occupied,1906,1260,15,11,13.0,Only Interior,Paint Stabilization and Window replacement,0.0,2987,2987,,0.0,,50-80,3.0,2.0,2.0,,,,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2011,Fourth Quarter,Single Family,St. Paul,55102.0,July 01 2011,October 11 2011,Owner Occupied,1906,1298,15,9,14.0,Only Interior,Paint Stabilization and Window replacement,0.0,2296,2296,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2014,Third Quarter,Single Family,St. Paul,55106.0,June 17 2014,September 30 2014,Owner Occupied,1921,792,7,5,15.0,Interior Only,Window replacement and Paint stabilization,0.0,2191,2192,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55104.0,June 05 2012,August 23 2012,Occupied Rental,1903,1437,15,9,16.0,Only Interior,Paint Stabilization and Window replacement,0.0,3335,3336,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2018,Fourth Quarter,,St. Paul,55103.0,June 14 2018,October 02 2018,Occupied Rental,1900,924,8,3,6.0,Only Interior,Paint Stabilization and Window replacement,0.0,1476,1472,,0.0,,<30,3.0,5.0,,,,,1.0,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2021,Second Quarter,,Saint Paul,55106.0,December 22 2020,May 06 2021,Owner Occupied,1950,1248,11,6,6.0,Only Interior,Paint Stabilization and Window replacement,0.0,1559,1559,,0.0,,<30,1.0,4.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2021,Second Quarter,,Saint Paul,55106.0,December 21 2020,April 14 2021,Occupied Rental,1929,1210,11,8,21.0,Interior and exterior porch,Paint Stabilization and Window replacement,572.0,3727,5592,,0.0,,30-50,1.0,7.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Fourth Quarter,Single Family,St. Paul,55117.0,October 17 2012,December 12 2012,Vacant,1945,1289,11,8,18.0,Only Interior,Paint Stabilization and Window replacement,0.0,3220,3221,,0.0,,50-80,0.0,,,,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2013,Third Quarter,Single Family,St. Paul,55106.0,June 11 2013,August 08 2013,Occupied Rental,1886,1338,10,6,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1223,1224,,0.0,,50-80,3.0,1.0,,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Fourth Quarter,Single Family,St. Paul,55106.0,June 21 2013,December 12 2013,Owner Occupied,1902,1560,14,10,29.0,Interior and Front Porch,Window replacement and Paint stabilization,0.0,3996,3997,,0.0,,50-80,4.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2015,Fourth Quarter,Unit #2,St. Paul,55106.0,October 07 2015,December 18 2015,Occupied Rental,1884,760,5,4,6.0,Interior Only,Window replacement and Paint stabilization,134.0,1190,1190,,0.0,,30-50,2.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Second Quarter,Single Family,St. Paul,55106.0,April 03 2013,May 30 2013,Owner Occupied,1916,1526,17,9,25.0,Interior and Front Porch,Window replacement and Paint stabilization,113.0,4200,4578,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Third Quarter,Unit #1,St. Paul,55106.0,April 18 2013,September 10 2013,Occupied Rental,1889,900,10,6,9.0,Interior Only,Window replacement and Paint stabilization,0.0,1403,1404,,0.0,,30-50,2.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55117.0,June 14 2012,August 08 2012,Owner Occupied,1920,979,12,9,24.0,Only Interior,Paint Stabilization and Window replacement,113.0,4183,4183,,0.0,,50-80,2.0,1.0,1.0,,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2018,Second Quarter,,St. Paul,55104.0,December 20 2017,June 01 2018,Vacant,1923,1736,15,9,18.0,Only Interior,Paint Stabilization and Window replacement,0.0,3401,3401,,4198.0,,na,0.0,0.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55103.0,March 25 2009,May 29 2009,Vacant,1886,1722,14,11,,Only Interior,Paint Stabilization and Window replacement,0.0,4200,4384,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2018,Third Quarter,,St. Paul,55103.0,July 13 2018,September 05 2018,Owner Occupied,1907,785,9,6,11.0,Only Interior,Paint Stabilization and Window replacement,0.0,2651,2651,,0.0,,50-80,2.0,2.0,,,,,0.0,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2014,Fourth Quarter,Unit #2,St. Paul,55106.0,September 10 2014,October 22 2014,Occupied Rental,1884,840,8,5,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1155,1156,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Second Quarter,Single Family,St. Paul,55106.0,April 09 2012,May 09 2012,Owner Occupied,1946,1092,8,5,13.0,Only Interior,Paint Stabilization and Window replacement,113.0,2205,2206,,0.0,,30-50,2.0,1.0,,1.0,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55106.0,January 07 2011,March 16 2011,Owner Occupied,1905,856,12,6,14.0,Only Interior,Paint Stabilization and Window replacement,113.0,2448,2449,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,Second Quarter,,Saint Paul,55107.0,October 24 2019,May 21 2020,Owner Occupied,1913,1073,11,9,16.0,Only Interior,Paint Stabilization and Window replacement,309.0,3183,4774,,0.0,,30-50,3.0,2.0,,,,,0.0,"Saint Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2016,First Quarter,Single Family,St. Paul,55113.0,November 13 2015,February 08 2016,Owner Occupied,1937,1806,19,8,14.0,Interior Only,Window replacement and Paint stabilization,269.0,3187,4167,,0.0,,50-80,4.0,3.0,1.0,,,2.0,,"St. Paul 55113
(45.01805, -93.18037)","May 22, 2025"
2019,First Quarter,,Saint Paul,55106.0,August 08 2018,February 08 2019,Owner Occupied,1954,888,7,6,11.0,Only Interior,Paint Stabilization and Window replacement,0.0,2644,2655,,0.0,,50-80,1.0,3.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,55104.0,April 21 2010,June 02 2010,Owner Occupied,1947,1310,12,10,,Only Interior,Paint Stabilization and Window replacement,113.0,3918,3918,,0.0,,,2.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2019,First Quarter,,Saint Paul,55117.0,November 15 2018,March 19 2019,Owner Occupied,1928,1066,9,5,15.0,Interior and exterior porch,Paint Stabilization and Window replacement,0.0,3191,4787,,0.0,,50-80,2.0,5.0,,,,,0.0,"Saint Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2013,First Quarter,Single Family,St. Paul,55130.0,December 06 2012,January 30 2013,Occupied Rental,1886,967,11,11,22.0,Interior Only,Window replacement and Paint stabilization,0.0,3527,3528,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2013,Third Quarter,Single Family,St. Paul,55104.0,May 28 2013,August 22 2013,Owner Occupied,1908,1322,14,12,29.0,Interior Only,Window replacement and Paint stabilization,113.0,4200,4499,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2015,Fourth Quarter,Single Family,St. Paul,55130.0,September 22 2015,December 22 2015,Owner Occupied,1907,1426,15,10,12.0,Interior Only,Window replacement and Paint stabilization,269.0,2291,2291,,0.0,,30-50,5.0,1.0,,,,1.0,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2011,Second Quarter,Unit #1,St. Paul,55117.0,March 18 2011,May 25 2011,Owner Occupied,1900,1050,7,6,12.0,Only Interior,Paint Stabilization and Window replacement,226.0,2038,2039,,0.0,,30-50,3.0,3.0,,,,3.0,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2012,Fourth Quarter,Single Family,St. Paul,55104.0,September 14 2012,October 25 2012,Occupied Rental,1912,1294,12,8,11.0,Only Interior,Paint Stabilization and Window replacement,226.0,2058,2058,,0.0,,30-50,2.0,3.0,1.0,,,2.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2010,First Quarter,Unit #2,St. Paul,55107.0,November 13 2009,March 04 2010,Owner Occupied,1911,1410,11,6,,Only Interior,Paint Stabilization and Window replacement,0.0,1585,1585,,0.0,,,2.0,1.0,,1.0,,,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2018,Fourth Quarter,1,St. Paul,55106.0,September 26 2018,December 10 2018,Occupied Rental,1882,805,8,6,10.0,Only Interior,Paint Stabilization and Window replacement,271.0,2922,2923,,0.0,,<30,1.0,2.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55107.0,April 12 2019,July 31 2019,Owner Occupied,1904,1377,15,6,26.0,Interior and exterior porch,Paint Stabilization and Window replacement,302.0,3086,4629,,0.0,,50-80,1.0,2.0,,,,,0.0,"Saint Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55106.0,August 01 2012,September 20 2012,Owner Occupied,1948,1046,12,8,14.0,Only Interior,Paint Stabilization and Window replacement,0.0,2575,2575,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Fourth Quarter,2,Saint Paul,55117.0,July 17 2019,October 31 2019,Owner Occupied,1910,1702,11,9,16.0,Interior and exterior porch,Paint Stabilization and Window replacement,0.0,3336,3335,,0.0,,30-50,1.0,3.0,,,,,0.0,"Saint Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2021,Third Quarter,,Saint Paul,55107.0,April 30 2021,July 21 2021,Occupied Rental,1885,1456,18,10,16.0,Interior and exterior porch,Paint Stabilization and Window replacement,361.0,3775,3775,,0.0,,<30,1.0,3.0,,,,,1.0,"Saint Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2016,First Quarter,Single Family,St. Paul,55117.0,January 20 2016,March 08 2016,Owner Occupied,1894,1453,12,6,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1580,1580,,0.0,,<30,4.0,2.0,1.0,,,1.0,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2017,First Quarter,2,St. Paul,55106.0,February 01 2017,March 21 2017,Occupied Rental,1912,1012,8,7,19.0,Only Interior,Paint Stabilization and Window replacement,0.0,3425,3425,,0.0,,<30,2.0,7.0,,,,,1.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2015,Second Quarter,Single Family,St. Paul,55106.0,January 16 2015,May 07 2015,Owner Occupied,1896,1461,9,5,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1411,1412,,0.0,,30-50,3.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,Third Quarter,Single Family,St. Paul,55104.0,June 17 2010,August 11 2010,Owner Occupied,1917,1008,13,10,,Only Interior,Paint Stabilization and Window replacement,113.0,3550,3550,,0.0,,,2.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Second Quarter,Single Family,St. Paul,55103.0,May 09 2014,June 11 2014,Owner Occupied,1885,1260,13,11,17.0,Interior and Front Porch,Window replacement and Paint stabilization,124.0,2783,2783,,0.0,,50-80,3.0,3.0,1.0,,,2.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,55107.0,June 03 2009,June 17 2010,Owner Occupied,1914,1092,12,9,,Only Interior,Paint Stabilization and Window replacement,113.0,2714,2714,,0.0,,,2.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2022,Second Quarter,,Saint Paul,55106.0,September 08 2021,May 04 2022,Owner Occupied,1945,1114,13,8,15.0,Only Interior,Paint Stabilization and Window replacement,288.0,0,1331,6690.0,0.0,5871.0,30-50,1.0,3.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55107.0,August 06 2012,September 12 2012,Owner Occupied,1902,1952,14,7,17.0,Interior and Front Porch,Paint Stabilization and Window replacement,113.0,3060,3060,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2009,Second Quarter,Unit #1,St. Paul,55117.0,November 04 2008,April 08 2009,Owner Occupied,1909,1025,9,6,,Only Interior,Paint Stabilization and Window replacement,0.0,1872,1873,,0.0,,,5.0,3.0,1.0,1.0,,1.0,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2019,Second Quarter,,Saint Paul,55106.0,October 30 2018,May 03 2019,Owner Occupied,1916,1358,15,10,16.0,Only Interior,Paint Stabilization and Window replacement,403.0,3102,4652,,0.0,,30-50,2.0,5.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2018,Second Quarter,,St. Paul,55119.0,January 16 2018,April 10 2018,Owner Occupied,1926,749,8,6,12.0,Only Interior,Paint Stabilization and Window replacement,136.0,1924,2504,,0.0,,30-50,1.0,2.0,,,,,1.0,"St. Paul 55119
(44.94448, -93.0213)","May 22, 2025"
2020,Third Quarter,2,Saint Paul,55106.0,June 02 2020,August 17 2020,Occupied Rental,1880,920,8,6,7.0,Only Interior,Paint Stabilization and Window replacement,0.0,1723,2584,,0.0,,<30,2.0,2.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,First Quarter,Single Family,St. Paul,55103.0,December 18 2012,March 19 2013,Occupied Rental,1900,1020,9,6,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1316,1317,,0.0,,30-50,3.0,1.0,,,,1.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55130.0,May 24 2019,July 12 2019,Occupied Rental,1912,1372,12,8,9.0,Only Interior,Paint Stabilization and Window replacement,0.0,1880,2820,,0.0,,30-50,2.0,2.0,,,,,0.0,"Saint Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,55107.0,June 03 2009,June 17 2010,Owner Occupied,1914,1092,12,9,,Only Interior,Paint Stabilization and Window replacement,113.0,2714,2714,,0.0,,,2.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2010,Third Quarter,Single Family,St. Paul,55106.0,May 19 2010,July 29 2010,Owner Occupied,1888,1104,12,6,,Only Interior,Paint Stabilization and Window replacement,0.0,1884,1884,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,First Quarter,1,Saint Paul,55103.0,December 12 2019,March 03 2020,Occupied Rental,1922,1064,16,5,11.0,Only Interior,Paint Stabilization and Window replacement,271.0,2244,3367,,0.0,,30-50,2.0,2.0,,,,,1.0,"Saint Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2014,Second Quarter,Single Family,St. Paul,55104.0,April 22 2014,May 21 2014,Occupied Rental,1887,1264,12,7,13.0,Interior Only,Window replacement and Paint stabilization,0.0,2043,2043,,0.0,,30-50,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Third Quarter,Unit #3,St. Paul,55103.0,August 27 2014,October 07 2014,Occupied Rental,1907,840,7,4,10.0,Interior Only,Window replacement and Paint stabilization,0.0,1545,1545,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2014,Fourth Quarter,Single Family,St. Paul,55106.0,October 03 2014,November 25 2014,Owner Occupied,1922,1323,15,10,19.0,Interior Only,Window replacement and Paint stabilization,0.0,3939,3940,,0.0,,50-80,4.0,3.0,2.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55106.0,January 11 2011,March 09 2011,Owner Occupied,1927,979,10,7,13.0,Only Interior,Paint Stabilization and Window replacement,0.0,2323,2323,,0.0,,50-80,2.0,2.0,2.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2015,First Quarter,Single Family,St. Paul,55106.0,January 08 2015,March 19 2015,Owner Occupied,1887,2656,23,12,14.0,Interior Only,Window replacement and Paint stabilization,269.0,2883,2884,,0.0,,50-80,2.0,1.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,First Quarter,,Saint Paul,55106.0,December 05 2019,March 19 2020,Occupied Rental,1884,1223,13,7,18.0,Only Interior,Paint Stabilization and Window replacement,0.0,3733,5600,,0.0,,<30,3.0,9.0,,,,,1.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,Third Quarter,Unit #1,St. Paul,55104.0,January 15 2009,July 21 2009,Owner Occupied,1892,1462,12,8,,Only Interior,Paint Stabilization and Window replacement,0.0,2553,2553,,0.0,,,2.0,1.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2019,Fourth Quarter,2,Saint Paul,55109.0,July 10 2019,October 08 2019,Occupied Rental,1889,808,8,8,14.0,Only Interior,Paint Stabilization and Window replacement,206.0,2676,4013,,1570.0,,30-50,2.0,4.0,,,,,1.0,"Saint Paul 55109
(45.01209, -92.99034)","May 22, 2025"
2019,Second Quarter,,Saint Paul,55107.0,January 24 2019,May 02 2019,Occupied Rental,1914,1376,13,7,10.0,Only Interior,Paint Stabilization and Window replacement,403.0,2007,3010,,0.0,,<30,2.0,3.0,,,,,1.0,"Saint Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2012,First Quarter,Single Family,St. Paul,55106.0,January 08 2012,February 23 2012,Owner Occupied,1925,1007,12,10,25.0,Only Interior,Paint Stabilization and Window replacement,0.0,4034,4035,,0.0,,50-80,5.0,3.0,2.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2011,Third Quarter,Unit #2,St. Paul,55104.0,June 15 2011,August 31 2011,Occupied Rental,1888,798,7,5,9.0,Only Interior,Paint Stabilization and Window replacement,0.0,1488,1489,,0.0,,30-50,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,55130.0,April 21 2010,June 30 2010,Owner Occupied,1915,1618,12,10,,Only Interior,Paint Stabilization and Window replacement,226.0,3533,6035,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2016,Second Quarter,Single Family,St. Paul,55102.0,May 04 2016,June 30 2016,Owner Occupied,1955,888,6,5,10.0,Interior Only,Window replacement and Paint stabilization,135.0,2145,2146,,0.0,,50-80,2.0,1.0,1.0,,,,,"St. Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2009,Second Quarter,Unit #1,St. Paul,55106.0,April 09 2009,June 18 2009,Owner Occupied,1904,1088,9,7,,Only Interior,Paint Stabilization and Window replacement,0.0,1834,1834,,0.0,,,3.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2015,First Quarter,Single Family,St. Paul,55130.0,December 05 2014,March 16 2015,Owner Occupied,1874,1344,11,7,10.0,Interior Only,Window replacement and Paint stabilization,0.0,1555,1556,,0.0,,50-80,2.0,3.0,2.0,,,,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2010,First Quarter,Single Family,St. Paul,55103.0,December 04 2009,March 23 2010,Occupied Rental,1899,1453,13,8,,Only Interior,Paint Stabilization and Window replacement,0.0,2241,2241,,0.0,,,2.0,2.0,,1.0,,1.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2023,Fourth Quarter,,Saint Paul,55103.0,July 17 2023,October 05 2023,Owner Occupied,1914,943,15,9,19.0,Interior and exterior,Paint Stabilization and Window replacement,0.0,0,2465,12327.0,,,50-80,1.0,2.0,,,,,,"Saint Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2012,Second Quarter,Single Family,St. Paul,55106.0,November 22 2011,June 13 2012,Owner Occupied,1894,1102,14,8,15.0,Only Interior,Paint Stabilization and Window replacement,226.0,2756,2757,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,,January 14 2010,April 26 2010,Owner Occupied,1921,1616,12,9,,Only Interior,Paint Stabilization and Window replacement,0.0,3699,3699,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul
(44.94339, -93.09648)","May 22, 2025"
2021,First Quarter,2,Saint Paul,55117.0,December 11 2020,February 23 2021,Owner Occupied,1922,945,6,4,8.0,Only Interior,Paint Stabilization and Window replacement,0.0,1963,1963,,0.0,,<30,0.0,3.0,,,,,,"Saint Paul 55117
(44.97203, -93.11042)","May 22, 2025"
